Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.51B,2.54B,2.93B,2.57B,2.74B
Sales Growth,-,1.29%,15.35%,-12.40%,6.51%
Cost of Goods Sold (COGS) incl. D&A,2.1B,2.16B,2.43B,2.3B,2.37B
COGS Growth,-,3.14%,12.37%,-5.45%,3.07%
COGS excluding D&A,2.03B,2.09B,2.35B,2.23B,2.3B
Depreciation & Amortization Expense,70.1M,69.4M,75.1M,67.8M,67.1M
Depreciation,48.5M,47.9M,53.6M,46.5M,46M
Amortization of Intangibles,21.6M,21.5M,21.5M,21.3M,21.1M
Gross Income,413.6M,380.2M,502.8M,271.6M,368.4M
Gross Income Growth,-,-8.08%,32.25%,-45.98%,35.64%
Gross Profit Margin,-,-,-,-,13.47%
SG&A Expense,29.4M,32.2M,32.5M,19.3M,19.4M
SGA Growth,-,9.52%,0.93%,-40.62%,0.52%
Research & Development,-,-,-,-,-
Other SG&A,29.4M,32.2M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(200K),(3.5M),13M,6.6M,(100K)
EBIT after Unusual Expense,200K,3.5M,(13M),(6.6M),100K
Non Operating Income/Expense,5M,2.6M,6.6M,(6.5M),(4.9M)
Non-Operating Interest Income,7.6M,7.4M,7.8M,9.8M,11.2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,42.9M,43.2M,38.4M,39.1M,40.6M
Interest Expense Growth,-,0.70%,-11.11%,1.82%,3.84%
Gross Interest Expense,42.9M,43.2M,38.4M,39.1M,40.6M
Interest Capitalized,-,-,-,-,-
Pretax Income,354.1M,318.3M,433.3M,209.9M,314.8M
Pretax Income Growth,-,-10.11%,36.13%,-51.56%,49.98%
Pretax Margin,-,-,-,-,11.51%
Income Tax,86.7M,73.9M,67.4M,49.1M,83.7M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,400K,200K,2.1M,100K,700K
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,267.8M,244.6M,368M,160.9M,231.8M
Minority Interest Expense,4.5M,4.7M,10.1M,1.5M,2.2M
Net Income,263.3M,239.9M,357.9M,159.4M,229.6M
Net Income Growth,-,-8.89%,49.19%,-55.46%,44.04%
Net Margin Growth,-,-,-,-,8.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,263.3M,239.9M,357.9M,159.4M,229.6M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,263.3M,239.9M,357.9M,159.4M,229.6M
EPS (Basic),0.67,0.61,0.91,0.4,0.58
EPS (Basic) Growth,-,-8.93%,49.11%,-55.55%,44.54%
Basic Shares Outstanding,393.3M,393.5M,393.7M,394.5M,393.1M
EPS (Diluted),0.66,0.6,0.9,0.4,0.58
EPS (Diluted) Growth,-,-9.08%,49.17%,-55.30%,44.61%
Diluted Shares Outstanding,399M,399.8M,399.9M,398.4M,396.8M
EBITDA,454.3M,417.4M,545.4M,320.1M,416.1M
EBITDA Growth,-,-8.12%,30.67%,-41.31%,29.99%
EBITDA Margin,-,-,-,-,15.21%
