Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.5B,5.57B,5.73B,5.86B,6.27B
Sales Growth,-,1.13%,3.00%,2.22%,6.98%
Cost of Goods Sold (COGS) incl. D&A,2.75B,2.86B,2.99B,3.15B,3.44B
COGS Growth,-,4.26%,4.43%,5.18%,9.44%
COGS excluding D&A,2.2B,2.31B,2.44B,2.59B,2.88B
Depreciation & Amortization Expense,550M,553M,556M,555M,559M
Depreciation,550M,553M,556M,555M,559M
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.76B,2.7B,2.74B,2.71B,2.83B
Gross Income Growth,-,-1.99%,1.48%,-1.02%,4.13%
Gross Profit Margin,-,-,-,-,45.08%
SG&A Expense,284M,270M,302M,337M,331M
SGA Growth,-,-4.93%,11.85%,11.59%,-1.78%
Research & Development,-,-,-,-,-
Other SG&A,284M,270M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(20M),12M,(28M),-,-
EBIT after Unusual Expense,20M,(12M),28M,-,-
Non Operating Income/Expense,104M,48M,54M,47M,163M
Non-Operating Interest Income,1M,2M,1M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,282M,290M,295M,307M,316M
Interest Expense Growth,-,2.84%,1.72%,4.07%,2.93%
Gross Interest Expense,282M,290M,295M,307M,316M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.32B,2.18B,2.23B,2.12B,2.34B
Pretax Income Growth,-,-5.87%,2.20%,-4.98%,10.63%
Pretax Margin,-,-,-,-,37.36%
Income Tax,518M,507M,517M,487M,507M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.8B,1.67B,1.71B,1.63B,1.84B
Minority Interest Expense,-,-,-,-,-
Net Income,1.8B,1.67B,1.71B,1.63B,1.84B
Net Income Growth,-,-6.95%,2.27%,-4.73%,12.58%
Net Margin Growth,-,-,-,-,29.27%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.8B,1.67B,1.71B,1.63B,1.84B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.8B,1.67B,1.71B,1.63B,1.84B
EPS (Basic),2.73,2.58,2.67,2.58,2.93
EPS (Basic) Growth,-,-5.54%,3.60%,-3.50%,13.76%
Basic Shares Outstanding,658.5M,648.7M,640.4M,632.2M,625.6M
EPS (Diluted),2.72,2.57,2.66,2.57,2.93
EPS (Diluted) Growth,-,-5.55%,3.58%,-3.46%,13.80%
Diluted Shares Outstanding,660.1M,650.3M,642.1M,633.6M,626.8M
EBITDA,3.02B,2.99B,3B,2.93B,3.05B
EBITDA Growth,-,-1.26%,0.37%,-2.14%,4.16%
EBITDA Margin,-,-,-,-,48.72%
