Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.49B,4.45B,4.45B,4.33B,4.21B
Sales Growth,-,-0.83%,-0.07%,-2.61%,-2.79%
Cost of Goods Sold (COGS) incl. D&A,3.07B,3.13B,3.11B,3.16B,2.91B
COGS Growth,-,1.72%,-0.36%,1.53%,-8.08%
COGS excluding D&A,2.89B,2.95B,2.83B,2.99B,2.74B
Depreciation & Amortization Expense,186.39M,177.29M,285.79M,176.34M,168.22M
Depreciation,141.22M,140.63M,133.07M,139.19M,133.17M
Amortization of Intangibles,45.17M,36.67M,37.71M,37.15M,35.05M
Gross Income,1.41B,1.32B,1.33B,1.17B,1.3B
Gross Income Growth,-,-6.38%,0.62%,-12.27%,11.53%
Gross Profit Margin,-,-,-,-,30.97%
SG&A Expense,507.91M,606.72M,618.62M,618.7M,610.95M
SGA Growth,-,19.45%,1.96%,0.01%,-1.25%
Research & Development,7M,7M,8M,10M,12M
Other SG&A,500.91M,599.72M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,987K,-,-,6K,1.14M
EBIT after Unusual Expense,(987K),-,-,(6K),(1.14M)
Non Operating Income/Expense,(6.94M),30.65M,4.97M,42.15M,14.06M
Non-Operating Interest Income,3.29M,2.21M,3.88M,4.85M,9.37M
Equity in Affiliates (Pretax),716K,424K,(3.01M),400K,857K
Interest Expense,3.83M,4.2M,4.27M,4.6M,5.62M
Interest Expense Growth,-,9.88%,1.67%,7.68%,22.10%
Gross Interest Expense,3.83M,4.2M,4.27M,4.6M,5.62M
Interest Capitalized,-,-,-,-,-
Pretax Income,898.99M,746.78M,715.58M,593.16M,710.46M
Pretax Income Growth,-,-16.93%,-4.18%,-17.11%,19.78%
Pretax Margin,-,-,-,-,16.88%
Income Tax,217.54M,179.26M,150.17M,144.31M,170.46M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,681.45M,567.52M,565.41M,448.85M,540.01M
Minority Interest Expense,10.4M,10.48M,13.08M,16.2M,17.18M
Net Income,671.05M,557.04M,552.33M,432.65M,522.83M
Net Income Growth,-,-16.99%,-0.85%,-21.67%,20.84%
Net Margin Growth,-,-,-,-,12.42%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,671.05M,557.04M,552.33M,432.65M,522.83M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,671.05M,557.04M,552.33M,432.65M,522.83M
EPS (Basic),1.27,1.05,1.04,0.82,0.99
EPS (Basic) Growth,-,-17.07%,-0.99%,-21.68%,20.60%
Basic Shares Outstanding,527.69M,528.23M,528.96M,529.07M,530.09M
EPS (Diluted),1.06,0.88,0.87,0.68,0.82
EPS (Diluted) Growth,-,-17.06%,-0.59%,-21.86%,20.71%
Diluted Shares Outstanding,635.98M,636.44M,634.86M,636.47M,637.12M
EBITDA,1.09B,895M,999.8M,726.7M,861.16M
EBITDA Growth,-,-18.13%,11.71%,-27.32%,18.50%
EBITDA Margin,-,-,-,-,20.46%
