Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,8.06B,9.34B,10.71B,11.16B,10.94B
Sales Growth,-,15.83%,14.66%,4.29%,-2.04%
Cost of Goods Sold (COGS) incl. D&A,3.4B,3.94B,4.3B,4.65B,4.82B
COGS Growth,-,15.66%,9.30%,8.02%,3.61%
COGS excluding D&A,3B,3.51B,3.9B,4.22B,4.38B
Depreciation & Amortization Expense,406M,425M,406M,428M,438M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,4.66B,5.4B,6.4B,6.52B,6.12B
Gross Income Growth,-,15.96%,18.58%,1.78%,-6.08%
Gross Profit Margin,-,-,-,-,55.96%
SG&A Expense,2.46B,2.5B,2.54B,2.66B,2.71B
SGA Growth,-,1.46%,1.64%,4.73%,1.84%
Research & Development,1.86B,1.88B,1.93B,2.03B,2.05B
Other SG&A,597M,619M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,7M,16M,14M,25M,27M
EBIT after Unusual Expense,(7M),(16M),(14M),(25M),(27M)
Non Operating Income/Expense,185M,516M,130M,(303M),913M
Non-Operating Interest Income,21M,20M,17M,20M,22M
Equity in Affiliates (Pretax),1M,1M,7M,10M,(12M)
Interest Expense,138M,138M,139M,137M,70M
Interest Expense Growth,-,0.00%,0.72%,-1.44%,-48.91%
Gross Interest Expense,138M,138M,139M,137M,70M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.26B,3.29B,3.87B,3.42B,4.24B
Pretax Income Growth,-,45.55%,17.66%,-11.44%,23.84%
Pretax Margin,-,-,-,-,38.76%
Income Tax,230M,487M,466M,489M,509M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.03B,2.8B,3.4B,2.93B,3.73B
Minority Interest Expense,-,-,-,-,-
Net Income,2.03B,2.8B,3.4B,2.93B,3.73B
Net Income Growth,-,38.04%,21.48%,-13.68%,27.13%
Net Margin Growth,-,-,-,-,34.11%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.03B,2.8B,3.4B,2.93B,3.73B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.03B,2.8B,3.4B,2.93B,3.73B
EPS (Basic),1.8,2.48,3.02,2.61,3.32
EPS (Basic) Growth,-,38.04%,22.02%,-13.76%,27.47%
Basic Shares Outstanding,1.13B,1.13B,1.12B,1.13B,1.12B
EPS (Diluted),1.77,2.45,2.98,2.57,3.29
EPS (Diluted) Growth,-,38.16%,21.69%,-13.53%,27.80%
Diluted Shares Outstanding,1.15B,1.14B,1.14B,1.14B,1.13B
EBITDA,2.6B,3.33B,4.27B,4.29B,3.85B
EBITDA Growth,-,27.91%,28.34%,0.37%,-10.15%
EBITDA Margin,-,-,-,-,35.21%
