Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.11B,2.96B,2.28B,2.25B,3.18B
Sales Growth,-,40.31%,-23.06%,-1.32%,41.44%
Cost of Goods Sold (COGS) incl. D&A,579M,643M,594M,568M,616M
COGS Growth,-,11.05%,-7.62%,-4.38%,8.45%
COGS excluding D&A,374M,442M,395M,371M,419M
Depreciation & Amortization Expense,205M,201M,199M,197M,197M
Depreciation,179M,177M,177M,175M,176M
Amortization of Intangibles,26M,24M,22M,22M,21M
Gross Income,1.53B,2.32B,1.69B,1.68B,2.57B
Gross Income Growth,-,51.37%,-27.34%,-0.24%,52.59%
Gross Profit Margin,-,-,-,-,80.64%
SG&A Expense,1.66B,1.77B,1.5B,1.8B,2.19B
SGA Growth,-,6.87%,-15.34%,19.59%,21.95%
Research & Development,276M,277M,274M,270M,284M
Other SG&A,1.38B,1.5B,-,-,-
Other Operating Expense,(8M),10M,-,21M,2M
Unusual Expense,60M,8M,34M,13M,475M
EBIT after Unusual Expense,(60M),(8M),(34M),(13M),(475M)
Non Operating Income/Expense,37M,21M,401M,18M,37M
Non-Operating Interest Income,1M,2M,4M,3M,10M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,83M,86M,84M,81M,73M
Interest Expense Growth,-,3.61%,-2.33%,-3.57%,-9.88%
Gross Interest Expense,83M,86M,84M,81M,73M
Interest Capitalized,-,-,-,-,-
Pretax Income,(224M),465M,471M,(208M),(127M)
Pretax Income Growth,-,307.59%,1.29%,-144.16%,38.94%
Pretax Margin,-,-,-,-,-3.99%
Income Tax,(47M),87M,76M,(85M),58M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(177M),378M,395M,(123M),(185M)
Minority Interest Expense,(5M),2M,9M,(1M),-
Net Income,(172M),376M,386M,(122M),(185M)
Net Income Growth,-,318.60%,2.66%,-131.61%,-51.64%
Net Margin Growth,-,-,-,-,-5.82%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(172M),376M,386M,(122M),(185M)
Preferred Dividends,129M,14M,110M,-,-
Net Income Available to Common,(301M),362M,276M,(122M),(185M)
EPS (Basic),(2.02),2.4,1.8,(0.78),(1.18)
EPS (Basic) Growth,-,218.73%,-25.01%,-143.41%,-50.72%
Basic Shares Outstanding,149.09M,151.02M,153.54M,156.34M,157.29M
EPS (Diluted),(2.02),2.26,1.7,(0.78),(1.18)
EPS (Diluted) Growth,-,211.74%,-24.44%,-145.77%,-50.76%
Diluted Shares Outstanding,149.09M,160.46M,161.92M,156.37M,157.29M
EBITDA,86M,737M,383M,62M,571M
EBITDA Growth,-,756.98%,-48.03%,-83.81%,820.97%
EBITDA Margin,-,-,-,-,17.95%
