Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Interest Income,12.46B,12.65B,12.83B,13.15B,15.63B
Interest Income Growth,-,1.50%,1.41%,2.52%,18.85%
Interest and Fees on Loans,8.73B,8.87B,8.92B,8.72B,9.5B
Interest Income on Fed. Funds,205M,264M,289M,394M,805M
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,126M,147M,159M,296M,658M
Other Interest or Dividend Income,3.4B,3.37B,3.46B,3.75B,4.67B
Total Internest Expense,2.26B,2.25B,2.01B,2.28B,3.67B
Total Internest Expense Growth,-,-0.53%,-10.79%,13.49%,60.79%
Interest Expense on Bank Deposits,955M,1.02B,778M,871M,1.42B
Other Interest Expense,1.05B,942M,-,-,-
Interest Expense on Debt,899M,836M,907M,980M,1.45B
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,150M,106M,112M,147M,137M
Net Interest Income,10.2B,10.4B,10.82B,10.87B,11.96B
Net Interest Income Growth,-,1.95%,4.05%,0.48%,10.05%
Loan Loss Provision,(1.12B),(198M),(503M),258M,1.4B
Loan Loss Provision Growth,-,82.35%,-154.04%,151.29%,444.19%
Net Interest Income after Provision,11.32B,10.6B,11.32B,10.61B,10.56B
Net Interest Inc After Loan Loss Prov Growth,-,-6.40%,6.85%,-6.26%,-0.50%
Net Interest Margin,-,-,-,-,1.99%
Non-Interest Income,7.36B,6.76B,6.33B,8.33B,7.94B
Securities Gain,137M,117M,10M,80M,(58M)
Trading Account Income,1.34B,1.31B,669M,3.04B,2.89B
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,3.35B,3.4B,3.23B,2.57B,2.45B
Other Operating Income,541M,(1M),432M,126M,-
Non-Interest Expense,11.32B,11.46B,13.6B,13.59B,12.43B
Labor & Related Expense,5.98B,6.06B,7.09B,6.82B,6.47B
Equipment Expense,558M,560M,620M,543M,619M
Other Operating Expense,3.76B,3.99B,4.92B,4.88B,4.59B
Operating Income,7.36B,5.89B,4.05B,5.36B,6.08B
Operating Income Growth,-,-19.94%,-31.33%,32.34%,13.44%
Operating Income Margin,-,-,-,-,34.52%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,13M,31M,97M,90M,94M
Pretax Income,7.35B,5.86B,3.95B,5.27B,5.97B
Pretax Income Growth,-,-20.22%,-32.62%,33.32%,13.39%
Pretax Margin,-,-,-,-,34.26%
Income Taxes,1.16B,1.19B,771M,941M,1.18B
Income Tax - Current - Domestic,-,-,-,-,-
Income Tax - Current - Foreign,-,-,-,-,-
Income Tax - Deferred - Domestic,-,-,-,-,-
Income Tax - Deferred - Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(41M),(26M),(20M),(25M),(35M)
Consolidated Net Income,6.15B,4.64B,3.16B,4.3B,4.75B
Minority Interest Expense,10M,24M,6M,17M,21M
Net Income,6.14B,4.62B,3.15B,4.28B,4.73B
Net Income Growth,-,-24.80%,-31.74%,35.84%,10.51%
Net Income Margin,-,-,-,-,27.18%
Extraordinaries & Discontinued Operations,10M,(1M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,10M,(1M),-,(2M),(221M)
Net Income After Extraordinaries,6.13B,4.62B,-,-,-
Preferred Dividends,253M,266M,229M,279M,238M
Net Income Available to Common,5.9B,4.35B,2.92B,4B,4.27B
EPS (Basic),2.87,2.17,1.47,2.03,2.2
EPS (Basic) Grwoth,-,-24.49%,-31.96%,37.74%,8.46%
Basic Shares Outstanding,2.06B,2.01B,1.98B,1.97B,1.94B
EPS (Diluted),2.85,2.15,1.46,2.02,2.19
EPS (Diluted) Growth,-,-24.48%,-31.93%,37.69%,8.50%
Diluted Shares Outstanding,2.07B,2.03B,2B,1.99B,1.96B
