Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,26.75B,35.68B,37.68B,34.48B,40.19B
Sales Growth,-,33.38%,5.59%,-8.50%,16.57%
Cost of Goods Sold (COGS) incl. D&A,23.64B,31.33B,33.33B,30.32B,34.66B
COGS Growth,-,32.51%,6.39%,-9.04%,14.32%
COGS excluding D&A,22.46B,29.81B,31.81B,28.77B,33.04B
Depreciation & Amortization Expense,1.18B,1.52B,1.52B,1.55B,1.62B
Depreciation,1.54B,1.84B,1.84B,1.86B,1.92B
Amortization of Intangibles,(354M),(319M),(324M),(310M),(298M)
Gross Income,3.11B,4.36B,4.35B,4.16B,5.53B
Gross Income Growth,-,40.02%,-0.18%,-4.35%,33.04%
Gross Profit Margin,-,-,-,-,13.77%
SG&A Expense,2.88B,2.95B,3.25B,2.74B,2.76B
SGA Growth,-,2.43%,10.21%,-15.64%,0.69%
Research & Development,-,-,-,-,-
Other SG&A,2.88B,2.95B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(16M),(92M),2.27B,207M,212M
EBIT after Unusual Expense,16M,92M,(2.27B),(207M),(212M)
Non Operating Income/Expense,823M,633M,12.7B,(4.78B),(1.61B)
Non-Operating Interest Income,64M,60M,58M,61M,89M
Equity in Affiliates (Pretax),51M,130M,67M,(33M),58M
Interest Expense,453M,439M,438M,308M,312M
Interest Expense Growth,-,-3.09%,-0.23%,-29.68%,1.30%
Gross Interest Expense,453M,439M,438M,308M,312M
Interest Capitalized,-,-,-,-,-
Pretax Income,735M,1.89B,11.22B,(3.85B),791M
Pretax Income Growth,-,156.46%,495.12%,-134.30%,120.56%
Pretax Margin,-,-,-,-,1.97%
Income Tax,182M,63M,(1.06B),(729M),153M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,553M,1.82B,12.27B,(3.12B),638M
Minority Interest Expense,(8M),(10M),(9M),(9M),(29M)
Net Income,561M,1.83B,12.28B,(3.11B),667M
Net Income Growth,-,226.56%,570.41%,-125.32%,121.45%
Net Margin Growth,-,-,-,-,1.66%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,561M,1.83B,12.28B,(3.11B),667M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,561M,1.83B,12.28B,(3.11B),667M
EPS (Basic),0.14,0.46,3.07,(0.78),0.17
EPS (Basic) Growth,-,226.41%,569.71%,-125.27%,121.38%
Basic Shares Outstanding,3.99B,4B,4B,4.01B,4.02B
EPS (Diluted),0.14,0.45,3.03,(0.78),0.16
EPS (Diluted) Growth,-,225.84%,567.28%,-125.62%,121.21%
Diluted Shares Outstanding,4.03B,4.04B,4.06B,4.01B,4.05B
EBITDA,1.42B,2.93B,2.62B,2.97B,4.39B
EBITDA Growth,-,106.85%,-10.69%,13.38%,48.11%
EBITDA Margin,-,-,-,-,10.93%
