Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,29.55B,32.32B,35.27B,38.07B,53.86B
Sales Growth,-,9.36%,9.15%,7.92%,41.49%
Cost of Goods Sold (COGS) incl. D&A,27.8B,30.26B,33.02B,35.54B,45.05B
COGS Growth,-,8.85%,9.11%,7.64%,26.76%
COGS excluding D&A,26.97B,29.44B,32.2B,34.73B,44.23B
Depreciation & Amortization Expense,828M,823M,813M,805M,819M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.75B,2.06B,2.26B,2.53B,8.82B
Gross Income Growth,-,17.47%,9.77%,12.08%,248.18%
Gross Profit Margin,-,-,-,-,16.37%
SG&A Expense,625M,681M,656M,603M,694M
SGA Growth,-,8.96%,-3.67%,-8.08%,15.09%
Research & Development,-,-,-,-,-
Other SG&A,625M,681M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,255M,159M,8M,337M,(20M)
EBIT after Unusual Expense,(255M),(159M),(8M),(337M),20M
Non Operating Income/Expense,(56M),(10M),(113M),3M,7M
Non-Operating Interest Income,2M,5M,6M,5M,18M
Equity in Affiliates (Pretax),93M,122M,165M,142M,147M
Interest Expense,318M,323M,305M,288M,298M
Interest Expense Growth,-,1.57%,-5.57%,-5.57%,3.47%
Gross Interest Expense,337M,341M,324M,311M,323M
Interest Capitalized,19M,18M,19M,23M,25M
Pretax Income,593M,1.01B,1.35B,1.45B,8.02B
Pretax Income Growth,-,70.66%,33.20%,7.86%,451.31%
Pretax Margin,-,-,-,-,14.88%
Income Tax,5M,(18M),243M,282M,1.8B
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,(1M),-,-
Consolidated Net Income,588M,1.03B,1.1B,1.17B,6.22B
Minority Interest Expense,290M,336M,331M,327M,344M
Net Income,298M,694M,773M,845M,5.87B
Net Income Growth,-,132.89%,11.38%,9.31%,595.03%
Net Margin Growth,-,-,-,-,10.90%
Extraordinaries & Discontinued Operations,8.21B,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,8.02B,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,194M,-,-,-,-
Net Income After Extraordinaries,8.51B,694M,773M,845M,5.87B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,492M,694M,773M,845M,5.87B
EPS (Basic),0.76,1.1,1.28,1.5,11.04
EPS (Basic) Growth,-,44.85%,16.54%,17.26%,636.85%
Basic Shares Outstanding,650M,633M,605M,564M,532M
EPS (Diluted),0.75,1.09,1.27,1.49,10.96
EPS (Diluted) Growth,-,44.82%,16.50%,17.21%,636.51%
Diluted Shares Outstanding,654M,637M,609M,568M,536M
EBITDA,1.96B,2.2B,2.42B,2.73B,8.94B
EBITDA Growth,-,12.53%,9.82%,13.16%,227.03%
EBITDA Margin,-,-,-,-,16.60%
