Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.29B,1.98B,2.71B,2.17B,2.04B
Sales Growth,-,-13.64%,36.85%,-20.10%,-6.05%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,3M,1M,1M,2M,(1M)
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,2.25B,1.95B,2.62B,2.15B,1.97B
Total Expense,2B,1.81B,1.89B,1.97B,1.82B
Total Interest Expense,52M,50M,50M,49M,51M
Depreciation & Amortization Expense,206M,189M,205M,184M,179M
Other Operating Expense,1.48B,1.32B,1.3B,1.38B,1.35B
Operating Income,298M,172M,823M,199M,211M
Operating Income Growth,-,-42.28%,378.49%,-75.82%,6.03%
Non-Operating Income (Expense),87M,112M,48M,33M,113M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,87M,112M,48M,33M,113M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,51M,(952M),97M,26M,94M
Pretax Income,282M,1.19B,724M,157M,179M
Pretax Income Growth,-,320.57%,-38.95%,-78.31%,14.01%
Pretax Margin,-,-,-,-,29.83%
Income Taxes,96M,267M,150M,43M,19M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,186M,919M,574M,114M,160M
Minority Interest Expense,2M,4M,5M,3M,5M
Net Income,184M,915M,569M,111M,155M
Net Income Growth,-,397.28%,-37.81%,-80.49%,39.64%
Net Margin Growth,-,-,-,-,7.62%
Extraordinaries & Discontinued Operations,-,(12M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,(12M),1.83B,11M,(46M)
Net Income After Extraordinaries,184M,903M,2.4B,122M,109M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,184M,903M,2.4B,122M,109M
EPS (Basic),1.42,7,19.22,1.03,0.97
EPS (Basic) Growth,-,394.56%,174.51%,-94.62%,-5.87%
Basic Shares Outstanding,130M,129M,125M,118M,112M
EPS (Diluted),1.42,7,19.22,1.03,0.97
EPS (Diluted) Growth,-,394.56%,174.51%,-94.62%,-5.87%
Diluted Shares Outstanding,130M,129M,125M,118M,112M
