Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.32B,2.24B,2.28B,2.41B,2.29B
Sales Growth,-,-32.56%,2.01%,5.43%,-4.90%
Total Investment Income,1.23B,-,-,-,-
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,2.09B,2.24B,2.28B,2.41B,2.29B
Total Expense,1.28B,1.31B,1.34B,1.41B,1.37B
Total Interest Expense,106M,108M,102M,103M,161M
Depreciation & Amortization Expense,251M,253M,250M,254M,256M
Other Operating Expense,385M,360M,392M,380M,375M
Operating Income,2.04B,926M,940M,1B,922M
Operating Income Growth,-,-54.52%,1.51%,6.49%,-7.89%
Non-Operating Income (Expense),5M,40M,1.33B,(57M),31M
Non-Operating Interest Income,-,-,1M,1M,8M
Miscellaneous Non Operating Expense,(4M),32M,1.32B,(100M),38M
Equity in Affiliates (Pretax),9M,8M,9M,42M,(15M)
Unusual Expense,3M,34M,60M,9M,53M
Pretax Income,1.93B,824M,2.11B,832M,739M
Pretax Income Growth,-,-57.35%,155.95%,-60.55%,-11.18%
Pretax Margin,-,-,-,-,56.15%
Income Taxes,679M,187M,580M,165M,173M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.25B,637M,1.53B,667M,566M
Minority Interest Expense,1M,4M,2M,10M,11M
Net Income,1.25B,633M,1.53B,657M,555M
Net Income Growth,-,-49.44%,141.23%,-56.97%,-15.53%
Net Margin Growth,-,-,-,-,24.24%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.25B,633M,1.53B,657M,555M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.25B,633M,1.53B,657M,555M
EPS (Basic),2.22,1.12,2.72,1.17,0.99
EPS (Basic) Growth,-,-49.44%,141.67%,-56.90%,-15.07%
Basic Shares Outstanding,563M,563M,562M,561M,558M
EPS (Diluted),2.22,1.12,2.7,1.16,0.99
EPS (Diluted) Growth,-,-49.53%,141.66%,-56.90%,-14.92%
Diluted Shares Outstanding,565M,566M,565M,564M,560M
