Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,46.15B,45.32B,51.73B,49.36B,51.87B
Sales Growth,-,-1.81%,14.15%,-4.58%,5.07%
Cost of Goods Sold (COGS) incl. D&A,13.99B,13.65B,16.96B,15.62B,16.43B
COGS Growth,-,-2.47%,24.29%,-7.93%,5.21%
COGS excluding D&A,10.65B,10.43B,13.46B,11.84B,12.45B
Depreciation & Amortization Expense,3.34B,3.21B,3.5B,3.77B,3.98B
Depreciation,2.94B,2.77B,3.05B,3.27B,3.38B
Amortization of Intangibles,400M,439M,446M,502M,600M
Gross Income,32.16B,31.67B,34.77B,33.75B,35.44B
Gross Income Growth,-,-1.52%,9.78%,-2.94%,5.01%
Gross Profit Margin,-,-,-,-,68.32%
SG&A Expense,13.07B,11.43B,12.52B,13.38B,14.9B
SGA Growth,-,-12.50%,9.52%,6.87%,11.37%
Research & Development,5.69B,5.6B,5.76B,6.31B,6.85B
Other SG&A,7.38B,5.83B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(356M),(315M),(270M),113M,116M
EBIT after Unusual Expense,356M,315M,270M,(113M),(116M)
Non Operating Income/Expense,10M,(10M),20M,(77M),13M
Non-Operating Interest Income,497M,520M,503M,519M,552M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,553M,539M,525M,503M,496M
Interest Expense Growth,-,-2.53%,-2.60%,-4.19%,-1.39%
Gross Interest Expense,553M,539M,525M,503M,496M
Interest Capitalized,-,-,-,-,-
Pretax Income,19.41B,20.52B,22.52B,20.19B,20.49B
Pretax Income Growth,-,5.77%,9.70%,-10.33%,1.47%
Pretax Margin,-,-,-,-,39.50%
Income Tax,2.95B,19M,3.75B,3.46B,3.75B
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,16.46B,20.51B,18.77B,16.73B,16.74B
Minority Interest Expense,-,-,-,-,-
Net Income,16.46B,20.51B,18.77B,16.73B,16.74B
Net Income Growth,-,24.59%,-8.49%,-10.86%,0.07%
Net Margin Growth,-,-,-,-,32.28%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,16.46B,20.51B,18.77B,16.73B,16.74B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,16.46B,20.51B,18.77B,16.73B,16.74B
EPS (Basic),2.19,2.73,2.5,2.23,2.24
EPS (Basic) Growth,-,24.83%,-8.39%,-10.71%,0.33%
Basic Shares Outstanding,7.53B,7.51B,7.51B,7.49B,7.47B
EPS (Diluted),2.17,2.71,2.48,2.22,2.23
EPS (Diluted) Growth,-,24.82%,-8.34%,-10.61%,0.45%
Diluted Shares Outstanding,7.58B,7.57B,7.56B,7.53B,7.51B
EBITDA,22.44B,23.45B,25.74B,24.14B,24.51B
EBITDA Growth,-,4.51%,9.78%,-6.24%,1.56%
EBITDA Margin,-,-,-,-,47.26%
