Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,574.44M,581.96M,609.96M,626.51M,650.61M
Sales Growth,-,1.31%,4.81%,2.71%,3.85%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,(1.56M),(6.71M),(310K),(261K),(109K)
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,430.4M,440.73M,434.34M,454.86M,454.91M
Total Interest Expense,53.74M,48.58M,54.7M,55.51M,57.78M
Depreciation & Amortization Expense,184.47M,193.79M,197.04M,201.79M,199.3M
Other Operating Expense,-,-,-,-,-
Operating Income,144.04M,141.23M,175.62M,171.66M,195.7M
Operating Income Growth,-,-1.95%,24.35%,-2.26%,14.01%
Non-Operating Income (Expense),360.51M,8.63M,220.03M,149.39M,2.86M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,333.95M,1.76M,214.4M,149.07M,376K
Equity in Affiliates (Pretax),26.56M,6.87M,5.63M,317K,2.48M
Unusual Expense,2.83M,20.25M,1.35M,987K,2.36M
Pretax Income,447.99M,81.03M,339.6M,264.55M,138.41M
Pretax Income Growth,-,-81.91%,319.12%,-22.10%,-47.68%
Pretax Margin,-,-,-,-,43.28%
Income Taxes,10K,2.18M,4.3M,2.47M,(159K)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(902K),(160K),(657K),(523K),(247K)
Consolidated Net Income,447.08M,78.69M,334.64M,261.55M,138.32M
Minority Interest Expense,24K,(67K),89K,32K,(125K)
Net Income,447.05M,78.75M,334.55M,261.52M,138.44M
Net Income Growth,-,-82.38%,324.81%,-21.83%,-47.06%
Net Margin Growth,-,-,-,-,21.28%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,447.05M,78.75M,334.55M,261.52M,138.44M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,447.05M,78.75M,334.55M,261.52M,138.44M
EPS (Basic),3.21,0.57,2.39,1.87,0.99
EPS (Basic) Growth,-,-82.39%,323.58%,-21.70%,-47.09%
Basic Shares Outstanding,139.37M,139.39M,139.79M,139.56M,139.63M
EPS (Diluted),3.21,0.56,2.39,1.87,0.99
EPS (Diluted) Growth,-,-82.39%,323.73%,-21.77%,-47.06%
Diluted Shares Outstanding,139.37M,139.74M,139.79M,139.98M,139.93M
