Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.97B,2.11B,2.32B,1.89B,2.14B
Sales Growth,-,6.90%,10.11%,-18.45%,13.11%
Cost of Goods Sold (COGS) incl. D&A,1.07B,1.12B,1.2B,1.1B,1.21B
COGS Growth,-,3.91%,7.53%,-8.50%,10.47%
COGS excluding D&A,952M,999M,1.07B,974M,1.09B
Depreciation & Amortization Expense,122M,117M,128M,124M,125M
Depreciation,52M,49M,49M,45M,47M
Amortization of Intangibles,58M,56M,64M,66M,65M
Gross Income,897M,991M,1.12B,794M,927M
Gross Income Growth,-,10.48%,13.02%,-29.11%,16.75%
Gross Profit Margin,-,-,-,-,43.32%
SG&A Expense,512M,534M,557M,526M,547M
SGA Growth,-,4.30%,4.31%,-5.57%,3.99%
Research & Development,181M,183M,189M,188M,191M
Other SG&A,331M,351M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,26M,34M,29M,72M,74M
EBIT after Unusual Expense,(26M),(34M),(29M),(72M),(74M)
Non Operating Income/Expense,23M,37M,38M,58M,52M
Non-Operating Interest Income,2M,2M,1M,2M,3M
Equity in Affiliates (Pretax),2M,1M,-,21M,(2M)
Interest Expense,46M,58M,55M,58M,59M
Interest Expense Growth,-,26.09%,-5.17%,5.45%,1.72%
Gross Interest Expense,46M,58M,55M,58M,59M
Interest Capitalized,-,-,-,-,-
Pretax Income,340M,405M,518M,219M,300M
Pretax Income Growth,-,19.12%,27.90%,-57.72%,36.99%
Pretax Margin,-,-,-,-,14.02%
Income Tax,46M,97M,116M,(49M),71M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,294M,308M,402M,268M,229M
Minority Interest Expense,1M,1M,1M,1M,1M
Net Income,293M,307M,401M,267M,228M
Net Income Growth,-,4.78%,30.62%,-33.42%,-14.61%
Net Margin Growth,-,-,-,-,10.65%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,293M,307M,401M,267M,228M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,293M,307M,401M,267M,228M
EPS (Basic),1.73,1.81,2.38,1.59,1.36
EPS (Basic) Growth,-,5.02%,30.93%,-33.10%,-14.20%
Basic Shares Outstanding,169.6M,169.2M,168.8M,168M,167.2M
EPS (Diluted),1.69,1.76,2.3,1.54,1.33
EPS (Diluted) Growth,-,4.18%,30.54%,-32.99%,-13.51%
Diluted Shares Outstanding,173.1M,174.1M,174.2M,173.1M,170.9M
EBITDA,507M,574M,691M,392M,505M
EBITDA Growth,-,13.21%,20.38%,-43.27%,28.83%
EBITDA Margin,-,-,-,-,23.60%
