Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,34.17B,26.78B,33.58B,35.98B,35.76B
Sales Growth,-,-21.62%,25.41%,7.13%,-0.61%
Cost of Goods Sold (COGS) incl. D&A,29.16B,22.99B,29.59B,31.28B,31.35B
COGS Growth,-,-21.17%,28.71%,5.72%,0.23%
COGS excluding D&A,26.15B,19.91B,26.65B,28.39B,28.51B
Depreciation & Amortization Expense,3.01B,3.08B,2.94B,2.89B,2.84B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,5.01B,3.79B,4B,4.7B,4.41B
Gross Income Growth,-,-24.25%,5.40%,17.56%,-6.19%
Gross Profit Margin,-,-,-,-,12.33%
SG&A Expense,2.13B,2.15B,2.48B,2.5B,2.29B
SGA Growth,-,1.08%,15.36%,1.05%,-8.43%
Research & Development,-,-,-,-,-
Other SG&A,2.13B,2.15B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(154M),31M,17M,197M,221M
EBIT after Unusual Expense,154M,(31M),(17M),(197M),(221M)
Non Operating Income/Expense,598M,793M,631M,664M,443M
Non-Operating Interest Income,32M,38M,44M,50M,73M
Equity in Affiliates (Pretax),327M,323M,286M,292M,(45M)
Interest Expense,243M,230M,227M,226M,234M
Interest Expense Growth,-,-5.35%,-1.30%,-0.44%,3.54%
Gross Interest Expense,243M,230M,227M,226M,234M
Interest Capitalized,-,-,-,-,-
Pretax Income,3.75B,2.54B,2.24B,2.78B,2.13B
Pretax Income Growth,-,-32.32%,-11.86%,24.23%,-23.28%
Pretax Margin,-,-,-,-,5.96%
Income Tax,971M,152M,471M,(28M),490M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.78B,2.39B,1.77B,2.81B,1.64B
Minority Interest Expense,(57M),(34M),25M,(131M),(50M)
Net Income,2.84B,2.42B,1.74B,2.94B,1.69B
Net Income Growth,-,-14.67%,-28.06%,68.75%,-42.41%
Net Margin Growth,-,-,-,-,4.73%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.84B,2.42B,1.74B,2.94B,1.69B
Preferred Dividends,46M,45M,45M,952M,26M
Net Income Available to Common,2.79B,2.38B,1.7B,1.99B,1.67B
EPS (Basic),1.92,1.64,1.17,1.36,1.14
EPS (Basic) Growth,-,-14.93%,-28.64%,16.76%,-16.15%
Basic Shares Outstanding,1.45B,1.45B,1.45B,1.46B,1.46B
EPS (Diluted),1.9,1.62,1.15,1.35,1.14
EPS (Diluted) Growth,-,-14.82%,-28.83%,17.31%,-15.87%
Diluted Shares Outstanding,1.47B,1.47B,1.47B,1.47B,1.47B
EBITDA,5.9B,4.73B,4.46B,5.09B,4.96B
EBITDA Growth,-,-19.84%,-5.69%,14.14%,-2.50%
EBITDA Margin,-,-,-,-,13.87%
