Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,12.48B,12.81B,12.93B,13.12B,13.5B
Sales Growth,-,2.67%,0.95%,1.42%,2.88%
Cost of Goods Sold (COGS) incl. D&A,10.84B,10.16B,11B,11.47B,11.91B
COGS Growth,-,-6.28%,8.20%,4.29%,3.85%
COGS excluding D&A,10.54B,9.86B,10.7B,11.18B,11.61B
Depreciation & Amortization Expense,300M,300M,298M,292M,295M
Depreciation,234M,237M,236M,230M,233M
Amortization of Intangibles,66M,63M,62M,62M,62M
Gross Income,1.63B,2.65B,1.94B,1.65B,1.59B
Gross Income Growth,-,62.06%,-26.85%,-14.87%,-3.82%
Gross Profit Margin,-,-,-,-,11.75%
SG&A Expense,558M,567M,560M,579M,578M
SGA Growth,-,1.61%,-1.23%,3.39%,-0.17%
Research & Development,-,-,-,-,-
Other SG&A,558M,567M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,17M,175M,(108M),(90M),(26M)
EBIT after Unusual Expense,(17M),(175M),108M,90M,26M
Non Operating Income/Expense,10M,30M,22M,20M,33M
Non-Operating Interest Income,2M,2M,3M,3M,4M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,105M,103M,100M,96M,85M
Interest Expense Growth,-,-1.90%,-2.91%,-4.00%,-11.46%
Gross Interest Expense,105M,103M,100M,96M,85M
Interest Capitalized,-,-,-,-,-
Pretax Income,966M,1.84B,1.41B,1.09B,986M
Pretax Income Growth,-,89.96%,-23.16%,-22.91%,-9.29%
Pretax Margin,-,-,-,-,7.31%
Income Tax,213M,477M,284M,254M,233M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,753M,1.36B,1.13B,833M,753M
Minority Interest Expense,4M,3M,5M,4M,3M
Net Income,749M,1.36B,1.12B,829M,750M
Net Income Growth,-,80.91%,-17.27%,-26.05%,-9.53%
Net Margin Growth,-,-,-,-,5.56%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,749M,1.36B,1.12B,829M,750M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,749M,1.36B,1.12B,829M,750M
EPS (Basic),2.1,3.81,3.16,2.34,2.13
EPS (Basic) Growth,-,80.91%,-17.04%,-25.84%,-9.01%
Basic Shares Outstanding,356M,356M,355M,354M,352M
EPS (Diluted),2.09,3.77,3.13,2.32,2.11
EPS (Diluted) Growth,-,80.90%,-17.04%,-25.84%,-9.02%
Diluted Shares Outstanding,359M,359M,358M,357M,355M
EBITDA,1.38B,2.38B,1.68B,1.36B,1.3B
EBITDA Growth,-,73.04%,-29.65%,-18.69%,-4.33%
EBITDA Margin,-,-,-,-,9.66%
