Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,724.1M,706.6M,729M,719.7M,771.6M
Sales Growth,-,-2.42%,3.17%,-1.28%,7.21%
Cost of Goods Sold (COGS) incl. D&A,407.7M,418.1M,436.4M,434.9M,451.8M
COGS Growth,-,2.55%,4.38%,-0.34%,3.89%
COGS excluding D&A,378.9M,388.1M,402M,405.3M,421.7M
Depreciation & Amortization Expense,28.8M,30M,34.4M,29.6M,30.1M
Depreciation,27.7M,28.9M,32.3M,28.7M,29.2M
Amortization of Intangibles,1.1M,1.1M,2.1M,900K,900K
Gross Income,316.4M,288.5M,292.6M,284.8M,319.8M
Gross Income Growth,-,-8.82%,1.42%,-2.67%,12.29%
Gross Profit Margin,-,-,-,-,41.45%
SG&A Expense,106.5M,105M,111.7M,98M,95.9M
SGA Growth,-,-1.41%,6.38%,-12.26%,-2.14%
Research & Development,13.8M,13.1M,13.7M,14.6M,14.4M
Other SG&A,92.7M,91.9M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.2M,6.4M,(3.3M),600K,(400K)
EBIT after Unusual Expense,(1.2M),(6.4M),3.3M,(600K),400K
Non Operating Income/Expense,3.9M,5.3M,500K,3M,4.3M
Non-Operating Interest Income,200K,400K,300K,300K,400K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,1.8M,1.7M,3.1M,2.1M,1.8M
Interest Expense Growth,-,-5.56%,82.35%,-32.26%,-14.29%
Gross Interest Expense,2.4M,2.6M,5.1M,2.6M,2.9M
Interest Capitalized,600K,900K,2M,500K,1.1M
Pretax Income,211M,181.1M,181.9M,187.8M,227.2M
Pretax Income Growth,-,-14.17%,0.44%,3.24%,20.98%
Pretax Margin,-,-,-,-,29.45%
Income Tax,32.3M,12M,34.2M,21.2M,44.2M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,8.6M,6.5M,-,7.2M,5.5M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,187.3M,175.6M,147.7M,173.8M,188.5M
Minority Interest Expense,-,-,-,-,-
Net Income,187.3M,175.6M,147.7M,173.8M,188.5M
Net Income Growth,-,-6.25%,-15.89%,17.67%,8.46%
Net Margin Growth,-,-,-,-,24.43%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,187.3M,175.6M,147.7M,173.8M,188.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,187.3M,175.6M,147.7M,173.8M,188.5M
EPS (Basic),2.53,2.37,1.98,2.34,2.53
EPS (Basic) Growth,-,-6.37%,-16.34%,17.83%,8.46%
Basic Shares Outstanding,74M,74.1M,74.5M,74.4M,74.4M
EPS (Diluted),2.47,2.31,1.93,2.29,2.49
EPS (Diluted) Growth,-,-6.62%,-16.33%,18.29%,8.75%
Diluted Shares Outstanding,75.7M,76M,76.4M,76M,75.8M
EBITDA,238.7M,213.5M,215.3M,216.4M,254M
EBITDA Growth,-,-10.56%,0.84%,0.51%,17.38%
EBITDA Margin,-,-,-,-,32.92%
