Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,6.8B,7.04B,7.41B,7.77B,8.05B
Sales Growth,-,3.53%,5.24%,4.87%,3.66%
Premiums Earned,6.58B,6.8B,7.17B,7.53B,7.8B
Total Investment Income,10M,14M,10M,11M,22M
Realized Gains (Losses),-,6M,3M,-,-
Other Operating Income,207M,220M,230M,228M,233M
"Losses, Claims & Reserves",5.82B,6.05B,6.36B,6.56B,6.87B
"Losses, Claims & Reserves Growth",-,3.95%,5.17%,3.16%,4.71%
"Losses, Benefits & Adjustments",5.82B,6.05B,6.36B,6.56B,6.87B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",708M,770M,856M,835M,821M
SGA Growth,-,8.76%,11.17%,-2.45%,-1.68%
"Selling, General & Admin. Expenses",515M,564M,614M,611M,595M
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,193M,206M,242M,224M,226M
Operating Income Before Interest Expense,273M,221M,191M,372M,361M
Operating Income Growth,-,-19.05%,-13.57%,94.76%,-2.96%
"Interest Expense, Net of Interest Capitalized",30M,30M,30M,28M,27M
Interest Expense (excl. Interest Capitalized),30M,30M,30M,28M,27M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,273M,221M,191M,372M,361M
Non-Operating Income (Expense),-,-,(25M),-,-
Miscellaneous Non Operating Expense,-,-,(25M),-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,243M,191M,136M,344M,334M
Pretax Income Growth,-,-21.40%,-28.80%,152.94%,-2.91%
Income Tax,58M,48M,33M,86M,86M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,185M,143M,103M,258M,248M
Minority Interest Expense,-,-,-,-,-
Net Income,185M,143M,103M,258M,248M
Net Income Growth,-,-22.70%,-27.97%,150.49%,-3.88%
Net Margin Growth,-,-,-,-,3.08%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,185M,143M,103M,258M,248M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,185M,143M,103M,258M,248M
EPS (Basic),3.21,2.47,1.78,4.45,4.29
EPS (Basic) Growth,-,-22.84%,-28.22%,150.48%,-3.54%
Basic Shares Outstanding,57.7M,57.8M,58M,58M,57.8M
EPS (Diluted),3.17,2.44,1.78,4.4,4.25
EPS (Diluted) Growth,-,-22.84%,-27.35%,147.49%,-3.38%
Diluted Shares Outstanding,58.4M,58.5M,58M,58.7M,58.4M
