Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,69.11B,70.58B,71.8B,70.81B,76.18B
Sales Growth,-,2.13%,1.72%,-1.38%,7.58%
Cost of Goods Sold (COGS) incl. D&A,54.81B,57.45B,57.6B,57.11B,60.13B
COGS Growth,-,4.81%,0.26%,-0.85%,5.28%
COGS excluding D&A,52.14B,54.78B,54.9B,54.41B,57.42B
Depreciation & Amortization Expense,2.67B,2.67B,2.71B,2.7B,2.71B
Depreciation,2.35B,2.36B,2.4B,2.4B,2.41B
Amortization of Intangibles,318M,305M,310M,303M,299M
Gross Income,14.3B,13.13B,14.2B,13.7B,16.06B
Gross Income Growth,-,-8.18%,8.10%,-3.49%,17.20%
Gross Profit Margin,-,-,-,-,21.08%
SG&A Expense,5B,5.15B,5.36B,4.97B,2.36B
SGA Growth,-,3.06%,4.02%,-7.33%,-52.45%
Research & Development,-,-,-,-,-
Other SG&A,5B,5.15B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(27.24B),(4.83B),(40.4B),2.02B,66.93B
EBIT after Unusual Expense,27.24B,4.83B,40.4B,(2.02B),(66.93B)
Non Operating Income/Expense,114M,356M,490M,756M,(1.39B)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),147M,377M,220M,376M,231M
Interest Expense,1.08B,1.06B,990M,1.03B,1.09B
Interest Expense Growth,-,-1.86%,-6.25%,4.44%,5.13%
Gross Interest Expense,1.08B,1.06B,990M,1.03B,1.09B
Interest Capitalized,-,-,-,-,-
Pretax Income,35.72B,12.48B,48.95B,6.81B,(55.48B)
Pretax Income Growth,-,-65.05%,292.13%,-86.08%,-914.47%
Pretax Margin,-,-,-,-,-72.83%
Income Tax,7.3B,1.84B,9.06B,1.23B,(12.11B)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,28.43B,10.64B,39.9B,5.59B,(43.38B)
Minority Interest Expense,331M,300M,252M,125M,379M
Net Income,28.09B,10.34B,39.65B,5.46B,(43.76B)
Net Income Growth,-,-63.18%,283.28%,-86.23%,-901.37%
Net Margin Growth,-,-,-,-,-57.44%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,28.09B,10.34B,39.65B,5.46B,(43.76B)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,28.09B,10.34B,39.65B,5.46B,(43.76B)
EPS (Basic),12.33,4.59,17.79,2.47,(19.84)
EPS (Basic) Growth,-,-62.78%,287.82%,-86.13%,-903.73%
Basic Shares Outstanding,2.28B,2.25B,2.23B,2.21B,2.21B
EPS (Diluted),12.33,4.59,17.79,2.47,(19.84)
EPS (Diluted) Growth,-,-62.78%,287.82%,-86.13%,-903.73%
Diluted Shares Outstanding,2.28B,2.25B,2.23B,2.21B,2.21B
EBITDA,11.97B,10.65B,11.54B,11.44B,16.4B
EBITDA Growth,-,-11.08%,8.40%,-0.91%,43.45%
EBITDA Margin,-,-,-,-,21.53%
