Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,19.63B,19.19B,20.53B,18.35B,15.32B
Sales Growth,-,-2.24%,6.96%,-10.60%,-16.52%
Cost of Goods Sold (COGS) incl. D&A,8.43B,8.45B,9.52B,9.11B,9.73B
COGS Growth,-,0.25%,12.70%,-4.31%,6.86%
COGS excluding D&A,5.57B,5.49B,6.45B,5.76B,6.59B
Depreciation & Amortization Expense,2.86B,2.96B,3.07B,3.35B,3.15B
Depreciation,2.41B,2.5B,2.6B,2.85B,2.68B
Amortization of Intangibles,449M,464M,478M,501M,467M
Gross Income,11.21B,10.75B,11.01B,9.24B,5.59B
Gross Income Growth,-,-4.10%,2.45%,-16.03%,-39.56%
Gross Profit Margin,-,-,-,-,36.47%
SG&A Expense,5.31B,5.48B,5.99B,6.11B,6.2B
SGA Growth,-,3.07%,9.38%,2.05%,1.41%
Research & Development,3.72B,3.8B,4.05B,4.36B,4.4B
Other SG&A,1.6B,1.67B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,195M,30M,(503M),(1.08B),(849M)
EBIT after Unusual Expense,(195M),(30M),503M,1.08B,849M
Non Operating Income/Expense,20M,(132M),(365M),822M,(1.16B)
Non-Operating Interest Income,37M,37M,33M,47M,98M
Equity in Affiliates (Pretax),120M,1.86B,139M,4.71B,28M
Interest Expense,129M,144M,134M,124M,109M
Interest Expense Growth,-,11.63%,-6.94%,-7.46%,-12.10%
Gross Interest Expense,225M,239M,244M,266M,263M
Interest Capitalized,96M,95M,110M,142M,154M
Pretax Income,5.75B,6.86B,5.19B,9.66B,(909M)
Pretax Income Growth,-,19.37%,-24.26%,86.00%,-109.41%
Pretax Margin,-,-,-,-,-5.93%
Income Tax,684M,35M,571M,1.55B,(455M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,5.06B,6.82B,4.62B,8.11B,(454M)
Minority Interest Expense,-,-,-,-,-
Net Income,5.06B,6.82B,4.62B,8.11B,(454M)
Net Income Growth,-,34.82%,-32.24%,75.49%,-105.60%
Net Margin Growth,-,-,-,-,-2.96%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,5.06B,6.82B,4.62B,8.11B,(454M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,5.06B,6.82B,4.62B,8.11B,(454M)
EPS (Basic),1.25,1.68,1.14,1.99,(0.11)
EPS (Basic) Growth,-,34.42%,-32.37%,75.06%,-105.57%
Basic Shares Outstanding,4.05B,4.06B,4.07B,4.08B,4.1B
EPS (Diluted),1.24,1.67,1.13,1.98,(0.11)
EPS (Diluted) Growth,-,34.75%,-32.39%,74.98%,-105.60%
Diluted Shares Outstanding,4.08B,4.09B,4.1B,4.11B,4.1B
EBITDA,8.75B,8.23B,8.09B,6.48B,2.54B
EBITDA Growth,-,-5.95%,-1.65%,-19.95%,-60.87%
EBITDA Margin,-,-,-,-,16.55%
