Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.29B,1.51B,1.49B,1.78B,1.7B
Sales Growth,-,17.39%,-1.79%,20.00%,-4.83%
Cost of Goods Sold (COGS) incl. D&A,969M,1.03B,1.12B,1.27B,1.39B
COGS Growth,-,6.19%,9.14%,12.91%,9.78%
COGS excluding D&A,666M,751M,838M,986M,1.1B
Depreciation & Amortization Expense,303M,278M,285M,282M,295M
Depreciation,274M,-,276M,275M,287M
Amortization of Intangibles,29M,-,9M,7M,8M
Gross Income,319M,483M,362M,514M,304M
Gross Income Growth,-,51.41%,-25.05%,41.99%,-40.86%
Gross Profit Margin,-,-,-,-,17.92%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,49M,52M,54M,60M,70M
Unusual Expense,1M,-,-,-,(9M)
EBIT after Unusual Expense,(1M),-,-,-,9M
Non Operating Income/Expense,23M,5M,(13M),(1M),25M
Non-Operating Interest Income,4M,6M,2M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,487M,182M,107M,106M,117M
Interest Expense Growth,-,-62.63%,-41.21%,-0.93%,10.38%
Gross Interest Expense,487M,182M,107M,106M,117M
Interest Capitalized,-,-,-,-,-
Pretax Income,(191M),260M,190M,347M,151M
Pretax Income Growth,-,236.13%,-26.92%,82.63%,-56.48%
Pretax Margin,-,-,-,-,8.90%
Income Tax,345M,51M,48M,74M,32M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(536M),209M,142M,273M,119M
Minority Interest Expense,-,-,-,-,-
Net Income,(536M),209M,142M,273M,119M
Net Income Growth,-,138.99%,-32.06%,92.25%,-56.41%
Net Margin Growth,-,-,-,-,7.02%
Extraordinaries & Discontinued Operations,555M,(2M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,38M,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,517M,(2M),(8M),-,-
Net Income After Extraordinaries,19M,207M,134M,273M,119M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(19M),207M,134M,273M,119M
EPS (Basic),(0.02),0.27,0.18,0.37,0.16
EPS (Basic) Growth,-,"1,191.50%",-33.31%,106.45%,-56.44%
Basic Shares Outstanding,769.47M,767.73M,745.46M,735.5M,735.98M
EPS (Diluted),(0.02),0.27,0.18,0.37,0.16
EPS (Diluted) Growth,-,"1,188.66%",-33.36%,106.92%,-56.45%
Diluted Shares Outstanding,769.47M,769.85M,747.7M,736.18M,736.77M
EBITDA,573M,709M,593M,736M,529M
EBITDA Growth,-,23.73%,-16.36%,24.11%,-28.13%
EBITDA Margin,-,-,-,-,31.19%
