Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.94B,2.82B,2.62B,2.21B,2.92B
Sales Growth,-,-3.97%,-7.21%,-15.45%,31.93%
Cost of Goods Sold (COGS) incl. D&A,1.86B,1.83B,1.81B,1.58B,1.99B
COGS Growth,-,-1.50%,-1.29%,-12.64%,26.11%
COGS excluding D&A,1.66B,1.63B,1.62B,1.4B,1.82B
Depreciation & Amortization Expense,201.6M,200.3M,181.9M,173.7M,171.7M
Depreciation,146.8M,146.3M,127.2M,120.4M,119.5M
Amortization of Intangibles,54.8M,54M,54.7M,53.3M,52.2M
Gross Income,1.08B,992.3M,812.5M,636.2M,931.2M
Gross Income Growth,-,-8.22%,-18.12%,-21.70%,46.37%
Gross Profit Margin,-,-,-,-,31.87%
SG&A Expense,626.9M,610.8M,610.4M,622.4M,655.4M
SGA Growth,-,-2.57%,-0.07%,1.97%,5.30%
Research & Development,-,-,-,-,-
Other SG&A,626.9M,610.8M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(130.4M),(151M),36.9M,(210.3M),175.5M
EBIT after Unusual Expense,130.4M,151M,(36.9M),210.3M,(175.5M)
Non Operating Income/Expense,6.2M,11M,6.1M,12.2M,7M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,(100K),2.7M
Interest Expense,68.3M,62.9M,61.8M,62.5M,55.1M
Interest Expense Growth,-,-7.91%,-1.75%,1.13%,-11.84%
Gross Interest Expense,68.3M,62.9M,61.8M,62.5M,55.1M
Interest Capitalized,-,-,-,-,-
Pretax Income,522.6M,480.6M,109.5M,173.7M,54.9M
Pretax Income Growth,-,-8.04%,-77.22%,58.63%,-68.39%
Pretax Margin,-,-,-,-,1.88%
Income Tax,132.3M,26.8M,27.1M,36.4M,7M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,390.3M,453.8M,82.4M,137.3M,47.9M
Minority Interest Expense,1.7M,800K,2.4M,(14.2M),600K
Net Income,388.6M,453M,80M,151.5M,47.3M
Net Income Growth,-,16.57%,-82.34%,89.38%,-68.78%
Net Margin Growth,-,-,-,-,1.62%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,388.6M,453M,80M,151.5M,47.3M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,388.6M,453M,80M,151.5M,47.3M
EPS (Basic),1.79,2.09,0.37,0.7,0.22
EPS (Basic) Growth,-,16.51%,-82.34%,89.38%,-68.75%
Basic Shares Outstanding,217.1M,217.2M,217.2M,217.2M,217M
EPS (Diluted),1.79,2.08,0.37,0.7,0.22
EPS (Diluted) Growth,-,16.58%,-82.34%,89.23%,-68.78%
Diluted Shares Outstanding,217.6M,217.6M,217.6M,217.8M,217.8M
EBITDA,655.9M,581.8M,384M,187.5M,447.5M
EBITDA Growth,-,-11.30%,-34.00%,-51.17%,138.67%
EBITDA Margin,-,-,-,-,15.32%
