Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.9B,2.1B,1.93B,2.4B,2.01B
Sales Growth,-,10.80%,-8.07%,24.42%,-16.54%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,259.6M,356.9M,218.6M,21.9M,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,1.62B,1.72B,1.69B,2.36B,1.98B
Total Expense,1.6B,1.76B,1.71B,1.78B,1.63B
Total Interest Expense,55.9M,60M,61.7M,63.6M,64.3M
Depreciation & Amortization Expense,145.2M,131.3M,146.5M,159.8M,140.3M
Other Operating Expense,936.8M,1B,1.01B,1.28B,1.16B
Operating Income,291.4M,337.5M,221.4M,620.8M,380M
Operating Income Growth,-,15.82%,-34.40%,180.40%,-38.79%
Non-Operating Income (Expense),600K,4.3M,9.9M,1.4M,2.8M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,600K,4.3M,9.9M,1.4M,2.8M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,13.8M,50.4M,56.6M,20.9M,(33.8M)
Pretax Income,222.3M,231.4M,113M,537.7M,352.3M
Pretax Income Growth,-,4.09%,-51.17%,375.84%,-34.48%
Pretax Margin,-,-,-,-,12.11%
Income Taxes,20.5M,(7.2M),(7.9M),98.6M,67.2M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,201.8M,238.6M,120.9M,439.1M,285.1M
Minority Interest Expense,11.6M,13.5M,11.5M,400K,900K
Net Income,190.2M,225.1M,109.4M,438.7M,284.2M
Net Income Growth,-,18.35%,-51.40%,301.01%,-35.22%
Net Margin Growth,-,-,-,-,14.17%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,190.2M,225.1M,109.4M,438.7M,284.2M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,190.2M,225.1M,109.4M,438.7M,284.2M
EPS (Basic),0.94,1.09,0.53,2.1,1.35
EPS (Basic) Growth,-,15.08%,-51.58%,298.67%,-35.59%
Basic Shares Outstanding,201.3M,207M,207.8M,209M,210.2M
EPS (Diluted),0.92,1.06,0.51,2.05,1.33
EPS (Diluted) Growth,-,15.16%,-51.71%,299.84%,-35.46%
Diluted Shares Outstanding,205.8M,211.5M,212.86M,213.5M,214.3M
