Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.95B,1.99B,1.97B,1.99B,2.05B
Sales Growth,-,2.16%,-1.16%,0.97%,3.32%
Cost of Goods Sold (COGS) incl. D&A,609M,626M,640M,610M,662M
COGS Growth,-,2.79%,2.24%,-4.69%,8.52%
COGS excluding D&A,497M,516M,523M,496M,545M
Depreciation & Amortization Expense,112M,110M,117M,114M,117M
Depreciation,60M,59M,67M,62M,70M
Amortization of Intangibles,52M,51M,50M,52M,47M
Gross Income,1.34B,1.36B,1.33B,1.38B,1.39B
Gross Income Growth,-,1.87%,-2.71%,3.69%,1.02%
Gross Profit Margin,-,-,-,-,67.74%
SG&A Expense,615M,636M,731M,587M,664M
SGA Growth,-,3.41%,14.94%,-19.70%,13.12%
Research & Development,120M,132M,138M,122M,135M
Other SG&A,495M,504M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,24M,11M,35M,5M,17M
EBIT after Unusual Expense,(24M),(11M),(35M),(5M),(17M)
Non Operating Income/Expense,(6M),-,-,(3M),13M
Non-Operating Interest Income,2M,1M,2M,2M,5M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,60M,59M,57M,56M,57M
Interest Expense Growth,-,-1.67%,-3.39%,-1.75%,1.79%
Gross Interest Expense,64M,64M,63M,61M,63M
Interest Capitalized,4M,5M,6M,5M,6M
Pretax Income,636M,659M,506M,727M,670M
Pretax Income Growth,-,3.62%,-23.22%,43.68%,-7.84%
Pretax Margin,-,-,-,-,32.65%
Income Tax,125M,107M,93M,133M,141M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,511M,552M,413M,594M,529M
Minority Interest Expense,(1M),-,(1M),(1M),-
Net Income,512M,552M,414M,595M,529M
Net Income Growth,-,7.81%,-25.00%,43.72%,-11.09%
Net Margin Growth,-,-,-,-,25.78%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,512M,552M,414M,595M,529M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,512M,552M,414M,595M,529M
EPS (Basic),1.08,1.16,0.88,1.26,1.13
EPS (Basic) Growth,-,7.99%,-24.86%,43.99%,-10.68%
Basic Shares Outstanding,474.8M,474M,473.1M,472.2M,470M
EPS (Diluted),1.07,1.16,0.87,1.26,1.12
EPS (Diluted) Growth,-,7.97%,-24.89%,44.17%,-10.60%
Diluted Shares Outstanding,477M,476.3M,475.6M,474.1M,471.5M
EBITDA,836M,838M,713M,903M,843M
EBITDA Growth,-,0.24%,-14.92%,26.65%,-6.64%
EBITDA Margin,-,-,-,-,41.08%
