Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.5B,2.7B,2.82B,2.71B,2.75B
Sales Growth,-,7.95%,4.33%,-3.76%,1.18%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,48M,47M,54M,29M,(3M)
Trading Account Income,276M,363M,426M,142M,128M
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,1.97B,2.08B,2.11B,836M,819M
Total Expense,1.99B,2.11B,2.23B,2.24B,2.28B
Total Interest Expense,29M,28M,28M,27M,29M
Depreciation & Amortization Expense,33M,37M,35M,34M,36M
Other Operating Expense,1.8B,1.88B,2.02B,1.99B,1.93B
Operating Income,512M,588M,592M,471M,466M
Operating Income Growth,-,14.84%,0.68%,-20.44%,-1.06%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,98M,-,6M,11M,22M
Pretax Income,385M,560M,558M,433M,415M
Pretax Income Growth,-,45.45%,-0.36%,-22.40%,-4.16%
Pretax Margin,-,-,-,-,18.13%
Income Taxes,78M,131M,112M,110M,114M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,(1M),(1M),-,(1M)
Consolidated Net Income,307M,428M,445M,323M,300M
Minority Interest Expense,-,-,-,-,-
Net Income,307M,428M,445M,323M,300M
Net Income Growth,-,39.41%,3.97%,-27.42%,-7.12%
Net Margin Growth,-,-,-,-,10.93%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,307M,428M,445M,323M,300M
Preferred Dividends,-,-,-,-,2M
Net Income Available to Common,307M,428M,445M,323M,298M
EPS (Basic),1.49,2.08,2.16,1.56,1.41
EPS (Basic) Growth,-,39.62%,3.57%,-27.90%,-9.05%
Basic Shares Outstanding,205.8M,205.5M,206.3M,207.7M,210.7M
EPS (Diluted),1.45,2.02,2.1,1.52,1.38
EPS (Diluted) Growth,-,39.38%,3.63%,-27.62%,-8.89%
Diluted Shares Outstanding,211.65M,211.7M,212.4M,213M,215.7M
