Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Interest Income,11.39B,12.34B,12.55B,12.89B,14.98B
Interest Income Growth,-,8.33%,1.77%,2.71%,16.14%
Interest and Fees on Loans,7.12B,7.5B,7.42B,7.35B,8.22B
Interest Income on Fed. Funds,(42M),6M,(47M),(7M),396M
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,-,-,-,-,-
Other Interest or Dividend Income,4.31B,4.83B,5.18B,5.55B,6.36B
Total Internest Expense,1.15B,1.24B,1.14B,1.32B,2.53B
Total Internest Expense Growth,-,7.63%,-7.89%,15.56%,91.45%
Interest Expense on Bank Deposits,128M,133M,143M,164M,320M
Other Interest Expense,1.03B,1.11B,-,-,-
Interest Expense on Debt,733M,824M,697M,794M,1.84B
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,293M,285M,304M,364M,370M
Net Interest Income,10.23B,11.09B,11.41B,11.57B,12.44B
Net Interest Income Growth,-,8.41%,2.85%,1.42%,7.54%
Loan Loss Provision,(1.62B),(624M),(489M),30M,523M
Loan Loss Provision Growth,-,61.51%,21.63%,106.13%,"1,643.33%"
Net Interest Income after Provision,11.85B,11.72B,11.9B,11.54B,11.92B
Net Interest Inc After Loan Loss Prov Growth,-,-1.15%,1.54%,-3.00%,3.28%
Net Interest Margin,-,-,-,-,1.66%
Non-Interest Income,11.53B,11.92B,11.98B,12.22B,11.21B
Securities Gain,-,-,-,-,-
Trading Account Income,1.83B,2.01B,1.33B,3.24B,2.72B
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,6.55B,6.64B,6.85B,5.7B,5.39B
Other Operating Income,-,-,507M,-,-
Non-Interest Expense,15.29B,14.62B,14.72B,15.78B,15.74B
Labor & Related Expense,8.97B,8.69B,9.47B,9.15B,8.16B
Equipment Expense,1.31B,1.31B,1.31B,1.29B,1.28B
Other Operating Expense,4.61B,4.74B,3.9B,5.53B,9.05B
Operating Income,8.1B,9.02B,9.16B,7.99B,7.39B
Operating Income Growth,-,11.35%,1.57%,-12.81%,-7.45%
Operating Income Margin,-,-,-,-,35.65%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,55M,66M,9M,106M,498M
Pretax Income,8.04B,8.95B,7.82B,7.88B,6.89B
Pretax Income Growth,-,11.29%,-12.65%,0.78%,-12.53%
Pretax Margin,-,-,-,-,35.48%
Income Taxes,(1.18B),1.26B,805M,812M,645M
Income Tax - Current - Domestic,-,-,-,-,-
Income Tax - Current - Foreign,-,-,-,-,-
Income Tax - Deferred - Domestic,-,-,-,-,-
Income Tax - Deferred - Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,9.22B,7.69B,7.01B,7.07B,6.25B
Minority Interest Expense,-,-,-,-,-
Net Income,9.22B,7.69B,7.01B,7.07B,6.25B
Net Income Growth,-,-16.62%,-8.82%,0.77%,-11.60%
Net Income Margin,-,-,-,-,33.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,260M,431M,240M,467M,315M
Net Income Available to Common,8.96B,7.26B,6.77B,6.6B,5.93B
EPS (Basic),1.04,0.86,0.82,0.81,0.73
EPS (Basic) Grwoth,-,-17.19%,-4.39%,-1.48%,-9.95%
Basic Shares Outstanding,8.62B,8.43B,8.23B,8.14B,8.12B
EPS (Diluted),1.03,0.85,0.82,0.8,0.73
EPS (Diluted) Growth,-,-17.22%,-4.59%,-1.34%,-9.69%
Diluted Shares Outstanding,8.74B,8.49B,8.3B,8.2B,8.16B
