Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.34B,1.76B,1.84B,1.73B,2.25B
Sales Growth,-,31.59%,4.44%,-5.83%,30.13%
Cost of Goods Sold (COGS) incl. D&A,1.01B,1.2B,1.39B,1.26B,1.54B
COGS Growth,-,19.30%,15.68%,-9.30%,22.26%
COGS excluding D&A,952M,1.14B,1.34B,1.21B,1.49B
Depreciation & Amortization Expense,53M,55M,45M,52M,50M
Depreciation,13M,14M,4M,12M,11M
Amortization of Intangibles,40M,41M,41M,40M,39M
Gross Income,331M,559M,449M,471M,712M
Gross Income Growth,-,68.88%,-19.68%,4.90%,51.17%
Gross Profit Margin,-,-,-,-,31.64%
SG&A Expense,98M,107M,103M,91M,103M
SGA Growth,-,9.18%,-3.74%,-11.65%,13.19%
Research & Development,-,-,-,-,-
Other SG&A,98M,107M,-,-,-
Other Operating Expense,9M,12M,14M,11M,11M
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,(3M),(7M),5M,17M,14M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,94M,93M,100M,95M,99M
Interest Expense Growth,-,-1.06%,7.53%,-5.00%,4.21%
Gross Interest Expense,94M,93M,100M,95M,99M
Interest Capitalized,-,-,-,-,-
Pretax Income,127M,340M,237M,291M,513M
Pretax Income Growth,-,167.72%,-30.29%,22.78%,76.29%
Pretax Margin,-,-,-,-,22.80%
Income Tax,(1M),100M,89M,80M,146M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,128M,240M,148M,211M,367M
Minority Interest Expense,(2M),(1M),1M,(1M),(1M)
Net Income,130M,241M,147M,212M,368M
Net Income Growth,-,85.38%,-39.00%,44.22%,73.58%
Net Margin Growth,-,-,-,-,16.36%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,130M,241M,147M,212M,368M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,130M,241M,147M,212M,368M
EPS (Basic),0.47,0.86,0.53,0.76,1.32
EPS (Basic) Growth,-,85.36%,-39.00%,44.22%,74.19%
Basic Shares Outstanding,279M,279M,279M,279M,278M
EPS (Diluted),0.46,0.86,0.52,0.75,1.31
EPS (Diluted) Growth,-,85.39%,-39.21%,44.22%,74.82%
Diluted Shares Outstanding,281M,281M,282M,282M,280M
EBITDA,277M,495M,377M,421M,648M
EBITDA Growth,-,78.70%,-23.84%,11.67%,53.92%
EBITDA Margin,-,-,-,-,28.80%
