Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,826.14M,810.42M,801.09M,836.55M,860.55M
Sales Growth,-,-1.90%,-1.15%,4.43%,2.87%
Cost of Goods Sold (COGS) incl. D&A,334.12M,335.92M,344.28M,340.03M,352.3M
COGS Growth,-,0.54%,2.49%,-1.23%,3.61%
COGS excluding D&A,308.74M,309.45M,316.58M,313.52M,324.17M
Depreciation & Amortization Expense,25.38M,26.47M,27.7M,26.51M,28.12M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,492.02M,474.5M,456.81M,496.52M,508.25M
Gross Income Growth,-,-3.56%,-3.73%,8.69%,2.36%
Gross Profit Margin,-,-,-,-,59.06%
SG&A Expense,230.06M,246.96M,255.23M,250.41M,334.97M
SGA Growth,-,7.35%,3.35%,-1.89%,33.77%
Research & Development,37.7M,40.43M,45.31M,40.17M,123.22M
Other SG&A,192.36M,206.53M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(700K),(700K),1.3M,(700K),(700K)
EBIT after Unusual Expense,700K,700K,(1.3M),700K,700K
Non Operating Income/Expense,(2.72M),(1.58M),(393K),2.24M,5.78M
Non-Operating Interest Income,91K,122K,169K,143K,334K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,8.31M,7.83M,8.18M,7.7M,9.02M
Interest Expense Growth,-,-5.76%,4.38%,-5.88%,17.16%
Gross Interest Expense,8.31M,7.83M,8.18M,7.7M,9.02M
Interest Capitalized,-,-,-,-,-
Pretax Income,251.73M,218.95M,191.88M,241.49M,171.08M
Pretax Income Growth,-,-13.02%,-12.36%,25.85%,-29.16%
Pretax Margin,-,-,-,-,19.88%
Income Tax,49.13M,43.77M,29.11M,47.53M,39.1M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,202.61M,175.18M,162.77M,193.97M,131.98M
Minority Interest Expense,24K,(57K),-,-,-
Net Income,202.58M,175.24M,162.77M,193.97M,131.98M
Net Income Growth,-,-13.50%,-7.11%,19.16%,-31.96%
Net Margin Growth,-,-,-,-,15.34%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,202.58M,175.24M,162.77M,193.97M,131.98M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,202.58M,175.24M,162.77M,193.97M,131.98M
EPS (Basic),2.37,2.06,1.92,2.3,1.57
EPS (Basic) Growth,-,-13.29%,-6.79%,19.76%,-31.56%
Basic Shares Outstanding,85.33M,85.12M,84.83M,84.41M,83.92M
EPS (Diluted),2.34,2.03,1.89,2.27,1.56
EPS (Diluted) Growth,-,-13.35%,-6.71%,19.97%,-31.39%
Diluted Shares Outstanding,86.65M,86.51M,86.14M,85.56M,84.86M
EBITDA,287.35M,254.01M,229.28M,272.62M,201.41M
EBITDA Growth,-,-11.60%,-9.74%,18.90%,-26.12%
EBITDA Margin,-,-,-,-,23.40%
