Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.67B,4.23B,4.35B,4.1B,4.14B
Sales Growth,-,-9.40%,2.86%,-5.68%,0.78%
Cost of Goods Sold (COGS) incl. D&A,3.25B,2.92B,3.05B,2.89B,2.91B
COGS Growth,-,-10.15%,4.52%,-5.27%,0.52%
COGS excluding D&A,3.02B,2.68B,2.81B,2.66B,2.52B
Depreciation & Amortization Expense,236M,241M,245M,235M,386M
Depreciation,80M,85M,94M,83M,83M
Amortization of Intangibles,156M,156M,151M,152M,303M
Gross Income,1.42B,1.31B,1.3B,1.21B,1.23B
Gross Income Growth,-,-7.69%,-0.84%,-6.63%,1.40%
Gross Profit Margin,-,-,-,-,29.70%
SG&A Expense,871M,759M,742M,693M,718M
SGA Growth,-,-12.86%,-2.24%,-6.60%,3.61%
Research & Development,-,-,-,-,-
Other SG&A,871M,759M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,200M,34M,53M,20M,26M
EBIT after Unusual Expense,(200M),(34M),(53M),(20M),(26M)
Non Operating Income/Expense,301M,138M,153M,106M,108M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,65M,67M,67M,68M,67M
Interest Expense Growth,-,3.08%,0.00%,1.49%,-1.47%
Gross Interest Expense,65M,67M,67M,68M,67M
Interest Capitalized,-,-,-,-,-
Pretax Income,582M,586M,588M,536M,525M
Pretax Income Growth,-,0.69%,0.34%,-8.84%,-2.05%
Pretax Margin,-,-,-,-,12.70%
Income Tax,169M,107M,104M,61M,55M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,413M,479M,484M,475M,470M
Minority Interest Expense,-,(2M),-,-,(1M)
Net Income,413M,481M,484M,475M,471M
Net Income Growth,-,16.46%,0.62%,-1.86%,-0.84%
Net Margin Growth,-,-,-,-,11.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,413M,481M,484M,475M,471M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,413M,481M,484M,475M,471M
EPS (Basic),2.03,2.41,2.48,2.46,2.45
EPS (Basic) Growth,-,18.86%,2.90%,-0.89%,-0.28%
Basic Shares Outstanding,203.6M,199.5M,195.1M,193.2M,192.1M
EPS (Diluted),2.01,2.39,2.46,2.43,2.43
EPS (Diluted) Growth,-,18.77%,3.08%,-1.01%,-0.28%
Diluted Shares Outstanding,205.6M,201.6M,196.8M,195.1M,194M
EBITDA,782M,790M,800M,753M,896M
EBITDA Growth,-,1.02%,1.27%,-5.88%,18.99%
EBITDA Margin,-,-,-,-,21.67%
