Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.48B,4.67B,4.68B,4.66B,5.03B
Sales Growth,-,4.22%,0.28%,-0.36%,7.85%
Cost of Goods Sold (COGS) incl. D&A,3.24B,3.42B,3.47B,3.39B,3.65B
COGS Growth,-,5.78%,1.23%,-2.31%,7.83%
COGS excluding D&A,2.71B,2.88B,2.93B,2.88B,3.12B
Depreciation & Amortization Expense,527M,546M,539M,510M,535M
Depreciation,500M,517M,504M,478M,504M
Amortization of Intangibles,27M,29M,35M,32M,31M
Gross Income,1.24B,1.24B,1.21B,1.28B,1.38B
Gross Income Growth,-,0.16%,-2.33%,5.19%,7.92%
Gross Profit Margin,-,-,-,-,27.39%
SG&A Expense,445M,469M,492M,491M,487M
SGA Growth,-,5.39%,4.90%,-0.20%,-0.81%
Research & Development,-,-,-,-,-
Other SG&A,445M,469M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,224M,1M,4M,-,-
EBIT after Unusual Expense,(224M),(1M),(4M),-,-
Non Operating Income/Expense,(6M),35M,10M,(14M),(4M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),(11M),(14M),(2M),(15M),(17M)
Interest Expense,98M,87M,83M,85M,93M
Interest Expense Growth,-,-11.22%,-4.60%,2.41%,9.41%
Gross Interest Expense,98M,87M,83M,85M,93M
Interest Capitalized,-,-,-,-,-
Pretax Income,456M,706M,642M,671M,776M
Pretax Income Growth,-,54.82%,-9.07%,4.52%,15.65%
Pretax Margin,-,-,-,-,15.44%
Income Tax,105M,167M,136M,157M,189M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,351M,539M,506M,514M,587M
Minority Interest Expense,-,1M,-,1M,-
Net Income,351M,538M,506M,513M,587M
Net Income Growth,-,53.28%,-5.95%,1.38%,14.42%
Net Margin Growth,-,-,-,-,11.68%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,351M,538M,506M,513M,587M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,351M,538M,506M,513M,587M
EPS (Basic),0.83,1.28,1.21,1.23,1.42
EPS (Basic) Growth,-,54.05%,-5.59%,1.92%,14.78%
Basic Shares Outstanding,421.6M,419.5M,417.9M,415.7M,414.4M
EPS (Diluted),0.83,1.27,1.2,1.23,1.41
EPS (Diluted) Growth,-,53.86%,-5.64%,2.07%,14.81%
Diluted Shares Outstanding,423.6M,422M,420.6M,417.8M,416.4M
EBITDA,1.32B,1.32B,1.26B,1.3B,1.43B
EBITDA Growth,-,-0.23%,-4.47%,2.78%,10.04%
EBITDA Margin,-,-,-,-,28.35%
