Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,10.57B,11.24B,12.44B,12.06B,13.84B
Sales Growth,-,6.34%,10.70%,-3.06%,14.78%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,6.58B,6.99B,8.01B,7.21B,8.29B
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,1.74B,1.8B,1.85B,2.1B,2.45B
Total Expense,7.42B,8.59B,9.94B,9.15B,11.04B
Total Interest Expense,210M,199M,190M,196M,252M
Depreciation & Amortization Expense,412M,442M,419M,398M,397M
Other Operating Expense,2.09B,2.22B,2.77B,2.58B,2.77B
Operating Income,3.15B,2.65B,2.5B,2.91B,2.8B
Operating Income Growth,-,-15.90%,-5.78%,16.51%,-3.89%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,2.94B,2.45B,2.31B,2.71B,2.54B
Pretax Income Growth,-,-16.67%,-5.88%,17.61%,-6.23%
Pretax Margin,-,-,-,-,24.48%
Income Taxes,660M,624M,587M,613M,579M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(16M),(23M),(11M),(16M),(15M)
Consolidated Net Income,2.26B,1.8B,1.71B,2.08B,1.95B
Minority Interest Expense,-,-,-,-,-
Net Income,2.26B,1.8B,1.71B,2.08B,1.95B
Net Income Growth,-,-20.36%,-5.27%,21.96%,-6.43%
Net Margin Growth,-,-,-,-,14.08%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.26B,1.8B,1.71B,2.08B,1.95B
Preferred Dividends,15M,20M,29M,14M,15M
Net Income Available to Common,2.25B,1.78B,1.68B,2.07B,1.93B
EPS (Basic),2.81,2.27,2.19,2.73,2.57
EPS (Basic) Growth,-,-19.21%,-3.62%,25.02%,-5.91%
Basic Shares Outstanding,801M,786M,768M,757M,752M
EPS (Diluted),2.8,2.27,2.18,2.73,2.57
EPS (Diluted) Growth,-,-19.21%,-3.63%,25.02%,-5.91%
Diluted Shares Outstanding,802M,787M,769M,758M,753M
