Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.26B,4.41B,4.4B,4.4B,4.48B
Sales Growth,-,3.62%,-0.25%,-0.09%,1.93%
Cost of Goods Sold (COGS) incl. D&A,1.7B,1.79B,1.85B,1.83B,1.93B
COGS Growth,-,5.24%,3.19%,-1.08%,5.70%
COGS excluding D&A,1.56B,1.65B,1.7B,1.69B,1.79B
Depreciation & Amortization Expense,137M,140M,142M,138M,138M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.56B,2.63B,2.56B,2.57B,2.55B
Gross Income Growth,-,2.54%,-2.59%,0.63%,-0.74%
Gross Profit Margin,-,-,-,-,56.96%
SG&A Expense,1.57B,1.64B,1.6B,1.58B,1.64B
SGA Growth,-,4.34%,-2.32%,-1.25%,4.18%
Research & Development,-,-,-,-,-
Other SG&A,1.57B,1.64B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(2M),-,571M,66M,16M
EBIT after Unusual Expense,2M,-,(571M),(66M),(16M)
Non Operating Income/Expense,(16M),(38M),(41M),(107M),(22M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,25M,98M,23M,27M,31M
Interest Expense Growth,-,292.00%,-76.53%,17.39%,14.81%
Gross Interest Expense,25M,98M,23M,27M,31M
Interest Capitalized,-,-,-,-,-
Pretax Income,953M,853M,324M,795M,841M
Pretax Income Growth,-,-10.49%,-62.02%,145.37%,5.79%
Pretax Margin,-,-,-,-,18.76%
Income Tax,212M,172M,136M,192M,202M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,741M,681M,188M,603M,639M
Minority Interest Expense,38M,47M,40M,44M,36M
Net Income,703M,634M,148M,559M,603M
Net Income Growth,-,-9.82%,-76.66%,277.70%,7.87%
Net Margin Growth,-,-,-,-,13.45%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,703M,634M,148M,559M,603M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,703M,634M,148M,559M,603M
EPS (Basic),0.83,0.75,0.18,0.67,0.72
EPS (Basic) Growth,-,-9.61%,-76.61%,278.27%,8.36%
Basic Shares Outstanding,845.6M,843.6M,842.1M,840.6M,836.8M
EPS (Diluted),0.83,0.75,0.18,0.66,0.72
EPS (Diluted) Growth,-,-9.50%,-76.61%,278.20%,8.42%
Diluted Shares Outstanding,849.4M,846.4M,845M,843.7M,839.4M
EBITDA,1.13B,1.13B,1.1B,1.13B,1.05B
EBITDA Growth,-,0.00%,-2.48%,2.91%,-7.50%
EBITDA Margin,-,-,-,-,23.37%
