Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,231.63M,247.28M,254.15M,256.77M,264.1M
Sales Growth,-,6.76%,2.78%,1.03%,2.85%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,152.76M,161.71M,179.19M,170.79M,170.5M
Total Interest Expense,24.4M,26.89M,32.19M,28.17M,30.07M
Depreciation & Amortization Expense,67.68M,70.61M,77.82M,71.67M,74.46M
Other Operating Expense,-,-,-,-,-
Operating Income,78.86M,85.57M,74.97M,85.98M,93.6M
Operating Income Growth,-,8.51%,-12.39%,14.69%,8.86%
Non-Operating Income (Expense),73K,1.02M,73.96M,(3.08M),941K
Non-Operating Interest Income,250K,88K,108K,120K,133K
Miscellaneous Non Operating Expense,(300K),(200K),72.52M,(3.4M),(2M)
Equity in Affiliates (Pretax),123K,1.13M,1.33M,197K,2.81M
Unusual Expense,-,-,-,-,-
Pretax Income,48.06M,54.54M,116.74M,54.73M,64.47M
Pretax Income Growth,-,13.49%,114.04%,-53.12%,17.80%
Pretax Margin,-,-,-,-,29.29%
Income Taxes,-,-,-,-,-
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(298K),(309K),(310K),(307K),(300K)
Consolidated Net Income,47.76M,54.23M,116.43M,54.42M,64.17M
Minority Interest Expense,1.86M,2.42M,1.81M,2.74M,2.79M
Net Income,45.91M,51.81M,114.63M,51.68M,61.38M
Net Income Growth,-,12.87%,121.23%,-54.92%,18.77%
Net Margin Growth,-,-,-,-,23.24%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,45.91M,51.81M,114.63M,51.68M,61.38M
Preferred Dividends,2.01M,2.01M,2.01M,2.01M,2.01M
Net Income Available to Common,43.9M,49.8M,112.62M,49.67M,59.37M
EPS (Basic),0.57,0.64,1.45,0.63,0.75
EPS (Basic) Growth,-,13.43%,125.98%,-56.41%,18.40%
Basic Shares Outstanding,77.47M,77.49M,77.54M,78.45M,79.2M
EPS (Diluted),0.57,0.64,1.43,0.63,0.75
EPS (Diluted) Growth,-,13.35%,123.30%,-55.89%,18.53%
Diluted Shares Outstanding,77.51M,77.58M,78.56M,78.54M,79.2M
