Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,11.55B,12.69B,12.83B,13.12B,14.79B
Sales Growth,-,9.89%,1.06%,2.28%,12.74%
Cost of Goods Sold (COGS) incl. D&A,8.69B,10.14B,10.92B,11.13B,12.25B
COGS Growth,-,16.80%,7.60%,1.95%,10.12%
COGS excluding D&A,8.36B,9.79B,10.54B,10.82B,11.95B
Depreciation & Amortization Expense,330M,351M,377M,311M,304M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.87B,2.55B,1.91B,1.99B,2.54B
Gross Income Growth,-,-11.06%,-24.98%,4.18%,27.35%
Gross Profit Margin,-,-,-,-,17.16%
SG&A Expense,359M,343M,361M,360M,361M
SGA Growth,-,-4.46%,5.25%,-0.28%,0.28%
Research & Development,32M,30M,33M,32M,32M
Other SG&A,327M,313M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(22M),(27M),603M,(20M),66M
EBIT after Unusual Expense,22M,27M,(603M),20M,(66M)
Non Operating Income/Expense,52M,(53M),327M,3M,(114M)
Non-Operating Interest Income,5M,1M,1M,2M,4M
Equity in Affiliates (Pretax),148M,104M,72M,29M,22M
Interest Expense,172M,71M,483M,50M,-
Interest Expense Growth,-,-58.72%,580.28%,-89.65%,-
Gross Interest Expense,172M,71M,483M,50M,-
Interest Capitalized,-,-,-,-,-
Pretax Income,2.56B,2.22B,866M,1.64B,2.02B
Pretax Income Growth,-,-13.58%,-60.90%,89.03%,23.58%
Pretax Margin,-,-,-,-,13.68%
Income Tax,506M,452M,135M,316M,378M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(6M),(4M),(2M),(2M),(7M)
Consolidated Net Income,2.05B,1.76B,729M,1.32B,1.64B
Minority Interest Expense,-,-,-,-,-
Net Income,2.05B,1.76B,729M,1.32B,1.64B
Net Income Growth,-,-14.24%,-58.56%,80.93%,24.18%
Net Margin Growth,-,-,-,-,11.07%
Extraordinaries & Discontinued Operations,2M,(1M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,2M,(1M),(5M),(1M),(1M)
Net Income After Extraordinaries,2.05B,1.76B,724M,1.32B,1.64B
Preferred Dividends,1M,2M,2M,2M,1M
Net Income Available to Common,2.05B,1.76B,722M,1.32B,1.64B
EPS (Basic),6.14,5.26,2.17,4.01,4.99
EPS (Basic) Growth,-,-14.42%,-58.64%,84.49%,24.32%
Basic Shares Outstanding,334M,334M,332M,328M,328M
EPS (Diluted),6.13,5.26,2.17,4,4.97
EPS (Diluted) Growth,-,-14.17%,-58.64%,83.93%,24.32%
Diluted Shares Outstanding,335M,334M,332M,329M,329M
EBITDA,2.84B,2.56B,1.93B,1.94B,2.48B
EBITDA Growth,-,-9.87%,-24.59%,0.78%,27.62%
EBITDA Margin,-,-,-,-,16.77%
