Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.12B,1.13B,1.16B,1.25B,1.29B
Sales Growth,-,0.93%,2.60%,7.63%,3.32%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,942.76M,898.08M,1.26B,1.01B,1.04B
Total Interest Expense,106.35M,105.97M,105.99M,116.09M,117.23M
Depreciation & Amortization Expense,166.69M,174.82M,520.55M,183.62M,178.25M
Other Operating Expense,41.72M,-,-,-,-
Operating Income,176.99M,232.07M,(102.5M),237.09M,250.4M
Operating Income Growth,-,31.12%,-144.17%,331.31%,5.62%
Non-Operating Income (Expense),316.29M,21.6M,31.99M,(52.88M),94.64M
Non-Operating Interest Income,1.13M,2.16M,1.48M,1.65M,2.17M
Miscellaneous Non Operating Expense,315.17M,19.44M,30.51M,(54.53M),92.47M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,51.57M,86.09M,16.33M,16.88M
Pretax Income,386.94M,96.13M,84.68M,51.79M,219.94M
Pretax Income Growth,-,-75.16%,-11.91%,-38.84%,324.70%
Pretax Margin,-,-,-,-,14.00%
Income Taxes,110.42M,28.02M,23.22M,10.08M,18.08M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,276.52M,68.11M,61.46M,41.71M,201.86M
Minority Interest Expense,1.24M,428K,(187K),(592K),1.78M
Net Income,275.29M,67.68M,61.65M,42.3M,200.08M
Net Income Growth,-,-75.41%,-8.92%,-31.39%,373.02%
Net Margin Growth,-,-,-,-,15.52%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,275.29M,67.68M,61.65M,42.3M,200.08M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,275.29M,67.68M,61.65M,42.3M,200.08M
EPS (Basic),0.95,0.23,0.21,0.15,0.69
EPS (Basic) Growth,-,-75.45%,-9.03%,-31.44%,372.27%
Basic Shares Outstanding,289.25M,289.76M,290.06M,290.33M,290.76M
EPS (Diluted),0.95,0.23,0.21,0.14,0.68
EPS (Diluted) Growth,-,-75.45%,-9.00%,-31.42%,372.12%
Diluted Shares Outstanding,291.08M,291.48M,291.81M,291.85M,292.49M
