Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.48B,3.51B,3.67B,3.49B,3.72B
Sales Growth,-,0.92%,4.70%,-4.90%,6.50%
Cost of Goods Sold (COGS) incl. D&A,2.14B,2.18B,2.25B,2.24B,2.23B
COGS Growth,-,2.01%,3.35%,-0.40%,-0.36%
COGS excluding D&A,1.16B,1.12B,1.22B,1.23B,1.26B
Depreciation & Amortization Expense,972M,1.06B,1.03B,1.01B,975M
Depreciation,-,-,332M,378M,371M
Amortization of Intangibles,-,-,701M,619M,592M
Gross Income,1.34B,1.33B,1.42B,1.25B,1.49B
Gross Income Growth,-,-0.82%,6.92%,-12.03%,18.80%
Gross Profit Margin,-,-,-,-,39.93%
SG&A Expense,792M,802M,750M,845M,1.84B
SGA Growth,-,1.26%,-6.48%,12.67%,117.28%
Research & Development,-,-,-,-,-
Other SG&A,792M,802M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,186M,400M,186M,223M,225M
EBIT after Unusual Expense,(186M),(400M),(186M),(223M),(225M)
Non Operating Income/Expense,325M,121M,(23M),36M,980M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,48M,46M,46M,43M,47M
Interest Expense Growth,-,-4.17%,0.00%,-6.52%,9.30%
Gross Interest Expense,48M,46M,46M,43M,47M
Interest Capitalized,-,-,-,-,-
Pretax Income,639M,202M,416M,175M,357M
Pretax Income Growth,-,-68.39%,105.94%,-57.93%,104.00%
Pretax Margin,-,-,-,-,9.60%
Income Tax,302M,41M,125M,54M,77M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,5M,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,342M,161M,291M,121M,280M
Minority Interest Expense,1M,3M,-,1M,3M
Net Income,341M,158M,291M,120M,277M
Net Income Growth,-,-53.67%,84.18%,-58.76%,130.83%
Net Margin Growth,-,-,-,-,7.45%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,341M,158M,291M,120M,277M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,341M,158M,291M,120M,277M
EPS (Basic),0.55,0.26,0.48,0.2,0.46
EPS (Basic) Growth,-,-53.20%,85.34%,-58.83%,131.62%
Basic Shares Outstanding,619M,613M,609M,610M,608M
EPS (Diluted),0.55,0.26,0.47,0.2,0.45
EPS (Diluted) Growth,-,-53.30%,85.70%,-58.77%,132.04%
Diluted Shares Outstanding,624M,619M,614M,614M,611M
EBITDA,1.52B,1.59B,1.7B,1.42B,624M
EBITDA Growth,-,4.28%,7.51%,-16.78%,-55.99%
EBITDA Margin,-,-,-,-,16.78%
