Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,11.7B,11.62B,11.99B,11.65B,11.89B
Sales Growth,-,-0.68%,3.11%,-2.81%,2.05%
Cost of Goods Sold (COGS) incl. D&A,4.99B,4.86B,4.79B,4.89B,5.09B
COGS Growth,-,-2.74%,-1.30%,2.00%,4.21%
COGS excluding D&A,2.35B,2.11B,2.16B,2.24B,2.55B
Depreciation & Amortization Expense,2.64B,2.74B,2.64B,2.65B,2.54B
Depreciation,143M,144M,137M,145M,141M
Amortization of Intangibles,2.5B,2.6B,2.5B,2.5B,2.4B
Gross Income,6.71B,6.77B,7.19B,6.76B,6.79B
Gross Income Growth,-,0.86%,6.26%,-6.02%,0.49%
Gross Profit Margin,-,-,-,-,57.15%
SG&A Expense,5.15B,5.04B,4.96B,4.05B,4.1B
SGA Growth,-,-2.25%,-1.55%,-18.35%,1.36%
Research & Development,3.27B,3.25B,2.61B,2.22B,2.32B
Other SG&A,1.88B,1.79B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,559M,364M,(491M),716M,591M
EBIT after Unusual Expense,(559M),(364M),491M,(716M),(591M)
Non Operating Income/Expense,872M,1.11B,(550M),8M,146M
Non-Operating Interest Income,12M,12M,6M,10M,27M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,330M,328M,323M,326M,313M
Interest Expense Growth,-,-0.61%,-1.52%,0.93%,-3.99%
Gross Interest Expense,330M,328M,323M,326M,313M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.55B,2.16B,1.86B,1.69B,1.96B
Pretax Income Growth,-,38.89%,-13.86%,-9.20%,16.06%
Pretax Margin,-,-,-,-,16.47%
Income Tax,492M,605M,(514M),404M,529M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.06B,1.55B,2.37B,1.28B,1.43B
Minority Interest Expense,6M,6M,-,5M,8M
Net Income,1.06B,1.55B,2.37B,1.28B,1.42B
Net Income Growth,-,46.54%,53.43%,-46.12%,11.19%
Net Margin Growth,-,-,-,-,11.95%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.06B,1.55B,2.37B,1.28B,1.42B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.06B,1.55B,2.37B,1.28B,1.42B
EPS (Basic),0.47,0.7,1.08,0.6,0.67
EPS (Basic) Growth,-,47.08%,54.61%,-44.72%,11.87%
Basic Shares Outstanding,2.23B,2.22B,2.2B,2.15B,2.13B
EPS (Diluted),0.47,0.69,1.07,0.59,0.66
EPS (Diluted) Growth,-,47.13%,55.08%,-44.75%,11.95%
Diluted Shares Outstanding,2.25B,2.24B,2.22B,2.16B,2.15B
EBITDA,4.2B,4.48B,4.87B,5.36B,5.23B
EBITDA Growth,-,6.55%,8.82%,9.96%,-2.35%
EBITDA Margin,-,-,-,-,44.00%
