Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,681.65M,659.23M,836.45M,690.57M,714.32M
Sales Growth,-,-3.29%,26.88%,-17.44%,3.44%
Cost of Goods Sold (COGS) incl. D&A,281.71M,271.18M,352M,285.37M,307.45M
COGS Growth,-,-3.74%,29.80%,-18.93%,7.74%
COGS excluding D&A,248.32M,238M,318.24M,252.71M,273.22M
Depreciation & Amortization Expense,33.39M,33.18M,33.75M,32.66M,34.23M
Depreciation,18.39M,18.18M,18.8M,17.21M,19.23M
Amortization of Intangibles,15M,15M,14.95M,15.46M,15M
Gross Income,399.94M,388.05M,484.45M,405.2M,406.87M
Gross Income Growth,-,-2.97%,24.84%,-16.36%,0.41%
Gross Profit Margin,-,-,-,-,56.96%
SG&A Expense,203.16M,194.53M,216.35M,197.95M,205.88M
SGA Growth,-,-4.25%,11.21%,-8.50%,4.01%
Research & Development,44.95M,41.99M,43.33M,40.47M,44.01M
Other SG&A,158.21M,152.55M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,569K,933K,3.25M,6.29M,66K
EBIT after Unusual Expense,(569K),(933K),(3.25M),(6.29M),(66K)
Non Operating Income/Expense,9.53M,(1.38M),(3.52M),(5.33M),243K
Non-Operating Interest Income,3.7M,2.55M,1.87M,2.11M,2.53M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,12.03M,11.08M,10.88M,11.06M,11.42M
Interest Expense Growth,-,-7.87%,-1.78%,1.61%,3.26%
Gross Interest Expense,12.03M,11.08M,10.88M,11.06M,11.42M
Interest Capitalized,-,-,-,-,-
Pretax Income,197.41M,182.68M,252.32M,186.7M,192.27M
Pretax Income Growth,-,-7.47%,38.13%,-26.01%,2.99%
Pretax Margin,-,-,-,-,26.92%
Income Tax,30.12M,21.49M,36.08M,26.86M,27.41M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,167.29M,161.19M,216.24M,159.83M,164.86M
Minority Interest Expense,-,-,-,-,-
Net Income,167.29M,161.19M,216.24M,159.83M,164.86M
Net Income Growth,-,-3.65%,34.16%,-26.09%,3.15%
Net Margin Growth,-,-,-,-,23.08%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,167.29M,161.19M,216.24M,159.83M,164.86M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,167.29M,161.19M,216.24M,159.83M,164.86M
EPS (Basic),2.71,2.63,3.55,2.64,2.74
EPS (Basic) Growth,-,-3.14%,34.98%,-25.59%,3.79%
Basic Shares Outstanding,61.69M,61.36M,60.98M,60.58M,60.21M
EPS (Diluted),2.69,2.6,3.52,2.62,2.72
EPS (Diluted) Growth,-,-3.23%,35.17%,-25.52%,3.91%
Diluted Shares Outstanding,62.16M,61.89M,61.42M,60.95M,60.51M
EBITDA,230.17M,226.71M,301.86M,239.92M,235.22M
EBITDA Growth,-,-1.50%,33.15%,-20.52%,-1.96%
EBITDA Margin,-,-,-,-,32.93%
