Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.32B,1.3B,1.37B,1.38B,1.46B
Sales Growth,-,-1.53%,5.79%,0.12%,6.31%
Cost of Goods Sold (COGS) incl. D&A,564.2M,555.3M,580.8M,584.5M,629.8M
COGS Growth,-,-1.58%,4.59%,0.64%,7.75%
COGS excluding D&A,468.5M,456.5M,476.8M,466.7M,513.6M
Depreciation & Amortization Expense,95.7M,98.8M,104M,117.8M,116.2M
Depreciation,18.2M,18.4M,18.6M,21.5M,20.4M
Amortization of Intangibles,77.5M,80.4M,85.4M,96.3M,95.8M
Gross Income,755.5M,744.2M,794M,792M,833.5M
Gross Income Growth,-,-1.50%,6.69%,-0.25%,5.24%
Gross Profit Margin,-,-,-,-,56.96%
SG&A Expense,544.2M,543.4M,592.4M,579.7M,585M
SGA Growth,-,-0.15%,9.02%,-2.14%,0.91%
Research & Development,87.8M,87.8M,93M,99.1M,100.1M
Other SG&A,456.4M,455.6M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(26M),-,(3.9M),-,16.2M
EBIT after Unusual Expense,26M,-,3.9M,-,(16.2M)
Non Operating Income/Expense,(4.6M),(1.6M),(4.6M),(2.7M),(3.1M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,25.2M,25.1M,25.2M,18.8M,21M
Interest Expense Growth,-,-0.40%,0.40%,-25.40%,11.70%
Gross Interest Expense,25.2M,25.1M,25.2M,18.8M,21M
Interest Capitalized,-,-,-,-,-
Pretax Income,207.5M,174.1M,175.7M,190.8M,208.2M
Pretax Income Growth,-,-16.10%,0.92%,8.59%,9.12%
Pretax Margin,-,-,-,-,14.23%
Income Tax,25.5M,23M,7.8M,25.7M,35.2M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,182M,151.1M,167.9M,165.1M,173M
Minority Interest Expense,-,-,-,-,-
Net Income,182M,151.1M,167.9M,165.1M,173M
Net Income Growth,-,-16.98%,11.12%,-1.67%,4.78%
Net Margin Growth,-,-,-,-,11.82%
Extraordinaries & Discontinued Operations,(1.1M),(300K),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(1.1M),(300K),(2.9M),-,-
Net Income After Extraordinaries,180.9M,150.8M,165M,165.1M,173M
Preferred Dividends,17.2M,-,-,-,-
Net Income Available to Common,163.7M,150.8M,165M,165.1M,173M
EPS (Basic),0.48,0.42,0.46,0.46,0.48
EPS (Basic) Growth,-,-12.88%,9.28%,0.07%,5.33%
Basic Shares Outstanding,339.4M,358.9M,359.3M,359.3M,357.4M
EPS (Diluted),0.48,0.42,0.45,0.45,0.48
EPS (Diluted) Growth,-,-12.93%,9.22%,-1.43%,7.27%
Diluted Shares Outstanding,342.4M,362.2M,362.9M,368.4M,359.8M
EBITDA,307M,299.6M,305.6M,330.1M,364.7M
EBITDA Growth,-,-2.41%,2.00%,8.02%,10.48%
EBITDA Margin,-,-,-,-,24.92%
