Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,62.67B,66.58B,68.61B,66.1B,67.15B
Sales Growth,-,6.23%,3.06%,-3.66%,1.59%
Cost of Goods Sold (COGS) incl. D&A,59.78B,63.35B,65.3B,62.88B,64.22B
COGS Growth,-,5.97%,3.08%,-3.71%,2.12%
COGS excluding D&A,59.47B,63.09B,65.07B,62.68B,64.01B
Depreciation & Amortization Expense,308M,257M,231M,205M,211M
Depreciation,170M,130M,113M,107M,124M
Amortization of Intangibles,138M,127M,118M,98M,87M
Gross Income,2.89B,3.23B,3.31B,3.22B,2.94B
Gross Income Growth,-,11.44%,2.64%,-2.72%,-8.82%
Gross Profit Margin,-,-,-,-,4.37%
SG&A Expense,2.09B,2.54B,2.99B,2.43B,1.87B
SGA Growth,-,21.39%,17.51%,-18.55%,-23.06%
Research & Development,-,-,-,-,-
Other SG&A,2.09B,2.54B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,232M,335M,25M,154M,28M
EBIT after Unusual Expense,(232M),(335M),(25M),(154M),(28M)
Non Operating Income/Expense,43M,139M,20M,57M,15M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,49M,45M,41M,43M,45M
Interest Expense Growth,-,-8.16%,-8.89%,4.88%,4.65%
Gross Interest Expense,49M,45M,41M,43M,45M
Interest Capitalized,-,-,-,-,-
Pretax Income,562M,442M,277M,647M,1.01B
Pretax Income Growth,-,-21.35%,-37.33%,133.57%,55.49%
Pretax Margin,-,-,-,-,1.50%
Income Tax,26M,132M,238M,240M,199M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,536M,310M,39M,407M,807M
Minority Interest Expense,47M,43M,46M,37M,41M
Net Income,489M,267M,(7M),370M,766M
Net Income Growth,-,-45.40%,-102.62%,"5,385.71%",107.03%
Net Margin Growth,-,-,-,-,1.14%
Extraordinaries & Discontinued Operations,(3M),-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(3M),-,-,(2M),2M
Net Income After Extraordinaries,486M,267M,(7M),368M,768M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,486M,267M,(7M),368M,768M
EPS (Basic),3.11,1.73,(0.05),2.5,5.33
EPS (Basic) Growth,-,-44.31%,-102.67%,"5,511.26%",113.04%
Basic Shares Outstanding,156.2M,154.1M,151.6M,147.2M,144.2M
EPS (Diluted),3.07,1.71,(0.05),2.47,5.26
EPS (Diluted) Growth,-,-44.25%,-102.70%,"5,438.74%",113.42%
Diluted Shares Outstanding,158.1M,155.8M,151.6M,149.2M,145.9M
EBITDA,1.11B,940M,554M,992M,1.28B
EBITDA Growth,-,-15.16%,-41.06%,79.06%,28.53%
EBITDA Margin,-,-,-,-,1.90%
