Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.14B,4.27B,4.27B,3.27B,3.32B
Sales Growth,-,3.29%,0.00%,-23.34%,1.47%
Cost of Goods Sold (COGS) incl. D&A,2.82B,2.97B,3.03B,2.26B,2.3B
COGS Growth,-,5.39%,1.98%,-25.39%,1.50%
COGS excluding D&A,2.49B,2.6B,2.67B,1.97B,2.02B
Depreciation & Amortization Expense,333M,370M,364M,297M,281M
Depreciation,166M,174M,169M,144M,133M
Amortization of Intangibles,167M,196M,195M,153M,148M
Gross Income,1.31B,1.3B,1.24B,1.01B,1.03B
Gross Income Growth,-,-1.22%,-4.55%,-18.34%,1.38%
Gross Profit Margin,-,-,-,-,30.85%
SG&A Expense,607M,627M,627M,532M,526M
SGA Growth,-,3.29%,0.00%,-15.15%,-1.13%
Research & Development,148M,152M,162M,143M,141M
Other SG&A,459M,475M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,33M,30M,139M,109M,33M
EBIT after Unusual Expense,(33M),(30M),(139M),(109M),(33M)
Non Operating Income/Expense,144M,8M,(5M),2M,112M
Non-Operating Interest Income,2M,-,-,1M,2M
Equity in Affiliates (Pretax),25M,25M,18M,26M,20M
Interest Expense,129M,115M,135M,120M,122M
Interest Expense Growth,-,-10.85%,17.39%,-11.11%,1.67%
Gross Interest Expense,129M,115M,135M,120M,122M
Interest Capitalized,-,-,-,-,-
Pretax Income,715M,558M,350M,279M,478M
Pretax Income Growth,-,-21.96%,-37.28%,-20.29%,71.33%
Pretax Margin,-,-,-,-,14.39%
Income Tax,151M,125M,84M,47M,113M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,564M,433M,266M,232M,365M
Minority Interest Expense,9M,13M,22M,20M,8M
Net Income,555M,420M,244M,212M,357M
Net Income Growth,-,-24.32%,-41.90%,-13.11%,68.40%
Net Margin Growth,-,-,-,-,10.75%
Extraordinaries & Discontinued Operations,(77M),(29M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(77M),(29M),(40M),276M,430M
Net Income After Extraordinaries,478M,391M,204M,488M,787M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,478M,391M,204M,488M,787M
EPS (Basic),0.9,0.75,0.4,0.95,1.56
EPS (Basic) Growth,-,-16.93%,-47.28%,141.11%,63.38%
Basic Shares Outstanding,529.6M,521.5M,516.1M,512M,505.4M
EPS (Diluted),0.9,0.75,0.39,0.95,1.55
EPS (Diluted) Growth,-,-16.93%,-47.29%,141.07%,63.66%
Diluted Shares Outstanding,531.2M,523.1M,517.8M,513.8M,506.3M
EBITDA,1.04B,1.04B,975M,776M,780M
EBITDA Growth,-,0.10%,-6.25%,-20.41%,0.52%
EBITDA Margin,-,-,-,-,23.48%
