Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.14B,5.37B,5.19B,4.56B,4.08B
Sales Growth,-,4.61%,-3.46%,-12.20%,-10.36%
Total Investment Income,314M,370M,75M,(102M),(314M)
Sundry Revenue/Income,3M,(46M),7M,(42M),(129M)
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,4.82B,5.05B,5.11B,4.7B,4.53B
Total Expense,2.89B,3.04B,3.07B,2.9B,2.73B
Total Interest Expense,52M,48M,50M,54M,54M
Depreciation & Amortization Expense,133M,145M,134M,140M,141M
Other Operating Expense,1.6B,1.59B,1.63B,1.56B,1.48B
Operating Income,2.24B,2.34B,2.12B,1.66B,1.36B
Operating Income Growth,-,4.06%,-9.38%,-21.55%,-18.31%
Non-Operating Income (Expense),10M,13M,45M,21M,19M
Non-Operating Interest Income,8M,14M,46M,18M,21M
Miscellaneous Non Operating Expense,2M,(1M),(1M),3M,(2M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,1M,29M,1M,1M,-
Pretax Income,2.2B,2.27B,2.11B,1.63B,1.32B
Pretax Income Growth,-,3.18%,-7.09%,-22.94%,-18.76%
Pretax Margin,-,-,-,-,40.49%
Income Taxes,654M,518M,478M,263M,358M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.55B,1.75B,1.63B,1.36B,963M
Minority Interest Expense,169M,72M,(11M),(73M),(114M)
Net Income,1.38B,1.68B,1.64B,1.44B,1.08B
Net Income Growth,-,21.99%,-2.26%,-12.60%,-25.00%
Net Margin Growth,-,-,-,-,26.38%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.38B,1.68B,1.64B,1.44B,1.08B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.38B,1.68B,1.64B,1.44B,1.08B
EPS (Basic),9.04,11.05,10.82,9.46,7.12
EPS (Basic) Growth,-,22.25%,-2.07%,-12.55%,-24.78%
Basic Shares Outstanding,152.44M,152.12M,151.82M,151.73M,151.29M
EPS (Diluted),8.92,10.89,10.63,9.35,7.06
EPS (Diluted) Growth,-,22.05%,-2.40%,-12.01%,-24.47%
Diluted Shares Outstanding,154.42M,154.34M,154.56M,153.53M,152.45M
