Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,18.75B,17.62B,16.69B,14.2B,15.54B
Sales Growth,-,-6.01%,-5.24%,-14.96%,9.42%
Cost of Goods Sold (COGS) incl. D&A,9.96B,9.63B,6.93B,6.99B,7.38B
COGS Growth,-,-3.22%,-28.03%,0.74%,5.65%
COGS excluding D&A,8.28B,7.95B,5.55B,5.73B,6.14B
Depreciation & Amortization Expense,1.68B,1.68B,1.38B,1.26B,1.25B
Depreciation,1.05B,1.04B,749M,631M,620M
Amortization of Intangibles,630M,646M,632M,625M,625M
Gross Income,8.79B,7.98B,9.76B,7.21B,8.16B
Gross Income Growth,-,-9.17%,22.24%,-26.11%,13.08%
Gross Profit Margin,-,-,-,-,52.49%
SG&A Expense,6.55B,6.01B,6.73B,5.92B,6.07B
SGA Growth,-,-8.29%,12.14%,-12.16%,2.67%
Research & Development,1.66B,1.62B,1.63B,1.68B,1.67B
Other SG&A,4.89B,4.38B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,234M,279M,83M,469M,953M
EBIT after Unusual Expense,(234M),(279M),(83M),(469M),(953M)
Non Operating Income/Expense,(194.5M),(111.7M),197M,69.9M,782.5M
Non-Operating Interest Income,11M,14M,13M,17M,28M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,266M,275M,285M,287M,214M
Interest Expense Growth,-,3.38%,3.64%,0.70%,-25.44%
Gross Interest Expense,267M,275M,285M,289M,214M
Interest Capitalized,1M,-,-,2M,-
Pretax Income,1.56B,1.33B,2.87B,627.9M,1.73B
Pretax Income Growth,-,-14.83%,116.08%,-78.11%,175.12%
Pretax Margin,-,-,-,-,11.12%
Income Tax,227M,188M,407M,(39M),257M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.33B,1.14B,2.46B,666.9M,1.47B
Minority Interest Expense,6.5M,8.3M,-,4.9M,5.5M
Net Income,1.33B,1.13B,2.46B,662M,1.47B
Net Income Growth,-,-14.72%,117.79%,-73.10%,121.30%
Net Margin Growth,-,-,-,-,9.43%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,(129M),71M,(73M)
Net Income After Extraordinaries,1.33B,1.13B,2.33B,733M,1.39B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.33B,1.13B,2.33B,733M,1.39B
EPS (Basic),1.48,1.26,2.6,0.82,1.54
EPS (Basic) Growth,-,-14.91%,106.12%,-68.61%,89.44%
Basic Shares Outstanding,895.04M,897.1M,898.2M,899.32M,901.47M
EPS (Diluted),1.47,1.25,2.57,0.81,1.53
EPS (Diluted) Growth,-,-14.88%,106.22%,-68.66%,89.58%
Diluted Shares Outstanding,904.23M,905.95M,906.6M,909.23M,910.75M
EBITDA,3.92B,3.66B,4.41B,2.55B,3.33B
EBITDA Growth,-,-6.63%,20.34%,-42.07%,30.32%
EBITDA Margin,-,-,-,-,21.42%
