Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.32B,5.3B,3.33B,3.97B,4.01B
Sales Growth,-,59.85%,-37.14%,19.12%,1.01%
Cost of Goods Sold (COGS) incl. D&A,2.56B,3.91B,2.55B,3.11B,3.27B
COGS Growth,-,52.64%,-34.89%,22.08%,5.12%
COGS excluding D&A,2.01B,3.29B,1.97B,2.48B,2.67B
Depreciation & Amortization Expense,548M,619M,579M,624M,601M
Depreciation,548M,619M,579M,624M,601M
Amortization of Intangibles,-,-,-,-,-
Gross Income,754M,1.39B,786M,861M,742M
Gross Income Growth,-,84.35%,-43.45%,9.54%,-13.82%
Gross Profit Margin,-,-,-,-,18.51%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,171M,245M,165M,179M,173M
Unusual Expense,(3M),1.28B,-,427M,6M
EBIT after Unusual Expense,3M,(1.28B),-,(427M),(6M)
Non Operating Income/Expense,74M,54M,41M,69M,(8M)
Non-Operating Interest Income,1M,1M,1M,3M,15M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,232M,245M,231M,246M,271M
Interest Expense Growth,-,5.60%,-5.71%,6.49%,10.16%
Gross Interest Expense,232M,245M,231M,246M,271M
Interest Capitalized,-,-,-,-,-
Pretax Income,429M,(326M),432M,81M,299M
Pretax Income Growth,-,-175.99%,232.52%,-81.25%,269.14%
Pretax Margin,-,-,-,-,7.46%
Income Tax,68M,(29M),(139M),(55M),7M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,361M,(297M),571M,136M,292M
Minority Interest Expense,43M,44M,26M,26M,25M
Net Income,318M,(341M),545M,110M,267M
Net Income Growth,-,-207.23%,259.82%,-79.82%,142.73%
Net Margin Growth,-,-,-,-,6.66%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,318M,(341M),545M,110M,267M
Preferred Dividends,-,-,22M,26M,26M
Net Income Available to Common,318M,(341M),523M,84M,241M
EPS (Basic),0.84,(0.9),1.38,0.22,0.63
EPS (Basic) Growth,-,-207.24%,253.37%,-83.98%,186.85%
Basic Shares Outstanding,380M,380M,380M,381M,381M
EPS (Diluted),0.84,(0.9),1.37,0.22,0.63
EPS (Diluted) Growth,-,-207.24%,252.96%,-83.98%,186.13%
Diluted Shares Outstanding,380M,380M,381M,382M,383M
EBITDA,1.13B,1.76B,1.2B,1.31B,1.17B
EBITDA Growth,-,55.97%,-31.97%,8.83%,-10.41%
EBITDA Margin,-,-,-,-,29.19%
