Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.17B,1.13B,1.2B,1.19B,1.22B
Sales Growth,-,-3.71%,6.24%,-0.81%,3.16%
Cost of Goods Sold (COGS) incl. D&A,556.3M,533.7M,594.6M,580.8M,604.2M
COGS Growth,-,-4.06%,11.41%,-2.32%,4.03%
COGS excluding D&A,530.8M,508.8M,564.9M,555.1M,578.8M
Depreciation & Amortization Expense,25.5M,24.9M,29.7M,25.7M,25.4M
Depreciation,19.2M,18.5M,19.2M,18.5M,18.2M
Amortization of Intangibles,6.3M,6.4M,10.5M,7.2M,7.2M
Gross Income,612M,591.3M,600.6M,604.7M,618.8M
Gross Income Growth,-,-3.38%,1.57%,0.68%,2.33%
Gross Profit Margin,-,-,-,-,50.60%
SG&A Expense,326M,319.4M,301.2M,311.2M,306.9M
SGA Growth,-,-2.02%,-5.70%,3.32%,-1.38%
Research & Development,-,-,-,-,-
Other SG&A,326M,319.4M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,3.4M,3.7M,7.3M,8.2M,8.1M
Non-Operating Interest Income,400K,400K,900K,500K,1.6M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,14.7M,13.6M,11.3M,12M,12.1M
Interest Expense Growth,-,-7.48%,-16.91%,6.19%,0.83%
Gross Interest Expense,14.7M,13.6M,11.3M,12M,12.1M
Interest Capitalized,-,-,-,-,-
Pretax Income,275.1M,262.4M,293.2M,290.2M,309.5M
Pretax Income Growth,-,-4.62%,11.74%,-1.02%,6.65%
Pretax Margin,-,-,-,-,25.31%
Income Tax,62.9M,60.9M,64.1M,67.5M,72.3M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,1M,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,213.2M,201.5M,229.1M,222.7M,237.2M
Minority Interest Expense,5.2M,5.3M,5.4M,5.3M,5.7M
Net Income,208M,196.2M,223.7M,217.4M,231.5M
Net Income Growth,-,-5.67%,14.02%,-2.82%,6.49%
Net Margin Growth,-,-,-,-,18.93%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,208M,196.2M,223.7M,217.4M,231.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,208M,196.2M,223.7M,217.4M,231.5M
EPS (Basic),3.85,3.65,4.18,4.07,4.34
EPS (Basic) Growth,-,-5.32%,14.66%,-2.63%,6.65%
Basic Shares Outstanding,54M,53.82M,53.5M,53.4M,53.31M
EPS (Diluted),3.76,3.57,4.1,4,4.27
EPS (Diluted) Growth,-,-4.98%,14.85%,-2.48%,6.63%
Diluted Shares Outstanding,55.3M,54.88M,54.5M,54.31M,54.24M
EBITDA,311.5M,296.8M,329.1M,319.2M,337.3M
EBITDA Growth,-,-4.72%,10.88%,-3.01%,5.67%
EBITDA Margin,-,-,-,-,27.58%
