Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,44.05B,39.92B,40.96B,38.11B,29.64B
Sales Growth,-,-9.36%,2.60%,-6.97%,-22.21%
Cost of Goods Sold (COGS) incl. D&A,26.86B,23.45B,25.47B,23.1B,16.79B
COGS Growth,-,-12.71%,8.63%,-9.31%,-27.30%
COGS excluding D&A,21.1B,17.83B,19.8B,17.56B,12.34B
Depreciation & Amortization Expense,5.76B,5.62B,5.67B,5.54B,4.45B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,17.19B,16.48B,15.49B,15.01B,12.85B
Gross Income Growth,-,-4.12%,-5.99%,-3.11%,-14.37%
Gross Profit Margin,-,-,-,-,43.36%
SG&A Expense,9.39B,9.11B,9.88B,9.01B,7.1B
SGA Growth,-,-2.95%,8.44%,-8.81%,-21.23%
Research & Development,-,-,-,-,-
Other SG&A,9.39B,9.11B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,4.53B,260M,1.07B,361M,801M
EBIT after Unusual Expense,(4.53B),(260M),(1.07B),(361M),(801M)
Non Operating Income/Expense,976M,2.26B,3.17B,2.17B,2.29B
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),41M,91M,447M,501M,504M
Interest Expense,1.66B,1.65B,1.71B,1.7B,1.49B
Interest Expense Growth,-,-0.96%,4.13%,-0.64%,-12.69%
Gross Interest Expense,1.66B,1.65B,1.71B,1.7B,1.49B
Interest Capitalized,-,-,-,-,-
Pretax Income,2.63B,7.81B,6.45B,6.61B,6.26B
Pretax Income Growth,-,197.60%,-17.49%,2.50%,-5.25%
Pretax Margin,-,-,-,-,21.12%
Income Tax,751M,1.54B,1.06B,1.44B,1.51B
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.87B,6.27B,5.39B,5.16B,4.75B
Minority Interest Expense,304M,355M,347M,354M,380M
Net Income,1.57B,5.92B,5.04B,4.81B,4.37B
Net Income Growth,-,276.94%,-14.79%,-4.62%,-9.13%
Net Margin Growth,-,-,-,-,14.75%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,(214M)
Net Income After Extraordinaries,1.57B,5.92B,5.04B,4.81B,4.16B
Preferred Dividends,56M,50M,51M,48M,52M
Net Income Available to Common,1.51B,5.87B,4.99B,4.76B,4.11B
EPS (Basic),0.21,0.82,0.69,0.66,0.57
EPS (Basic) Growth,-,287.45%,-15.31%,-4.34%,-13.62%
Basic Shares Outstanding,7.17B,7.17B,7.2B,7.18B,7.17B
EPS (Diluted),0.21,0.82,0.69,0.65,0.56
EPS (Diluted) Growth,-,286.54%,-15.33%,-5.94%,-14.09%
Diluted Shares Outstanding,7.2B,7.2B,7.2B,7.56B,7.61B
EBITDA,13.56B,12.99B,11.29B,11.54B,10.21B
EBITDA Growth,-,-4.23%,-13.10%,2.26%,-11.56%
EBITDA Margin,-,-,-,-,34.43%
