Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,5.14B,5.09B,5.52B,4.84B,5.05B
Sales Growth,-,-0.95%,8.36%,-12.39%,4.38%
Cost of Goods Sold (COGS) incl. D&A,4.16B,4.09B,4.3B,3.88B,4.07B
COGS Growth,-,-1.59%,5.16%,-9.88%,5.14%
COGS excluding D&A,3.88B,3.83B,4.03B,3.6B,3.8B
Depreciation & Amortization Expense,278M,262M,273M,277M,274M
Depreciation,213M,203M,213M,222M,219M
Amortization of Intangibles,65M,59M,60M,55M,55M
Gross Income,987M,1B,1.22B,960M,973M
Gross Income Growth,-,1.72%,21.41%,-21.25%,1.35%
Gross Profit Margin,-,-,-,-,19.28%
SG&A Expense,642M,607M,633M,621M,624M
SGA Growth,-,-5.45%,4.28%,-1.90%,0.48%
Research & Development,-,-,-,-,-
Other SG&A,642M,607M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,178M,159M,142M,134M,533M
EBIT after Unusual Expense,(178M),(159M),(142M),(134M),(533M)
Non Operating Income/Expense,(36M),38M,338M,46M,(411M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,65M,67M,95M,64M,60M
Interest Expense Growth,-,3.08%,41.79%,-32.63%,-6.25%
Gross Interest Expense,65M,67M,95M,64M,60M
Interest Capitalized,-,-,-,-,-
Pretax Income,66M,209M,688M,187M,(655M)
Pretax Income Growth,-,216.67%,229.19%,-72.82%,-450.27%
Pretax Margin,-,-,-,-,-12.98%
Income Tax,143M,193M,352M,107M,182M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(77M),16M,336M,80M,(837M)
Minority Interest Expense,(9M),8M,42M,8M,2M
Net Income,(68M),8M,294M,72M,(839M)
Net Income Growth,-,111.76%,"3,575.00%",-75.51%,"-1,265.28%"
Net Margin Growth,-,-,-,-,-16.62%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(68M),8M,294M,72M,(839M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(68M),8M,294M,72M,(839M)
EPS (Basic),(0.08),0.01,0.33,0.08,(0.84)
EPS (Basic) Growth,-,111.14%,"3,390.43%",-76.59%,"-1,191.41%"
Basic Shares Outstanding,806M,851M,896M,938M,1B
EPS (Diluted),(0.08),0.01,0.32,0.08,(0.84)
EPS (Diluted) Growth,-,111.02%,"3,389.25%",-76.58%,"-1,202.89%"
Diluted Shares Outstanding,806M,857M,906M,948M,1B
EBITDA,623M,659M,859M,616M,623M
EBITDA Growth,-,5.78%,30.35%,-28.29%,1.14%
EBITDA Margin,-,-,-,-,12.34%
