Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.57B,1.65B,1.76B,1.84B,1.96B
Sales Growth,-,5.12%,6.53%,4.93%,6.47%
Cost of Goods Sold (COGS) incl. D&A,777.4M,797.2M,819.9M,854.4M,821.3M
COGS Growth,-,2.55%,2.85%,4.21%,-3.87%
COGS excluding D&A,505.2M,519.7M,519.3M,561.2M,561.9M
Depreciation & Amortization Expense,272.2M,277.5M,300.6M,293.2M,259.4M
Depreciation,41.2M,43.7M,64.9M,59.3M,71.7M
Amortization of Intangibles,231M,233.8M,235.7M,233.9M,187.7M
Gross Income,792M,852.6M,937.6M,989.8M,1.14B
Gross Income Growth,-,7.65%,9.97%,5.57%,15.41%
Gross Profit Margin,-,-,-,-,58.17%
SG&A Expense,412.7M,426.1M,422.9M,431.2M,457.9M
SGA Growth,-,3.25%,-0.75%,1.96%,6.19%
Research & Development,238.4M,246.2M,245.4M,259.1M,269M
Other SG&A,174.3M,179.9M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,10.8M,95.4M,15.8M,23.9M,(10.7M)
EBIT after Unusual Expense,(10.8M),(95.4M),(15.8M),(23.9M),10.7M
Non Operating Income/Expense,500K,(1.6M),4.6M,2.3M,1.7M
Non-Operating Interest Income,300K,100K,100K,-,100K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,72.3M,64.8M,62.1M,57.8M,50.3M
Interest Expense Growth,-,-10.37%,-4.17%,-6.92%,-12.98%
Gross Interest Expense,72.3M,64.8M,62.1M,57.8M,50.3M
Interest Capitalized,-,-,-,-,-
Pretax Income,297M,264.8M,441.5M,479.2M,646.6M
Pretax Income Growth,-,-10.84%,66.73%,8.54%,34.93%
Pretax Margin,-,-,-,-,32.93%
Income Tax,44.2M,22.8M,88.7M,41.3M,139.4M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,252.8M,242M,352.8M,437.9M,507.2M
Minority Interest Expense,-,-,-,-,-
Net Income,252.8M,242M,352.8M,437.9M,507.2M
Net Income Growth,-,-4.27%,45.79%,24.12%,15.83%
Net Margin Growth,-,-,-,-,25.83%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,252.8M,242M,352.8M,437.9M,507.2M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,252.8M,242M,352.8M,437.9M,507.2M
EPS (Basic),0.46,0.44,0.64,0.79,0.92
EPS (Basic) Growth,-,-4.90%,44.83%,23.99%,16.17%
Basic Shares Outstanding,547.6M,551.3M,554.9M,555.5M,553.8M
EPS (Diluted),0.45,0.43,0.62,0.77,0.9
EPS (Diluted) Growth,-,-4.40%,45.44%,24.60%,16.57%
Diluted Shares Outstanding,565.2M,565.9M,567.3M,565.1M,561.5M
EBITDA,651.5M,704M,815.3M,851.8M,943.8M
EBITDA Growth,-,8.06%,15.81%,4.48%,10.80%
EBITDA Margin,-,-,-,-,48.06%
