Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,7.22B,7.23B,8.15B,7.69B,7.75B
Sales Growth,-,0.15%,12.71%,-5.65%,0.82%
Cost of Goods Sold (COGS) incl. D&A,2.82B,2.87B,3.21B,2.98B,3.03B
COGS Growth,-,1.74%,11.67%,-6.93%,1.58%
COGS excluding D&A,2.3B,2.32B,2.62B,2.42B,2.48B
Depreciation & Amortization Expense,525M,554M,587M,565M,552M
Depreciation,178M,189M,193M,179M,179M
Amortization of Intangibles,347M,365M,394M,386M,373M
Gross Income,4.4B,4.36B,4.94B,4.71B,4.72B
Gross Income Growth,-,-0.86%,13.40%,-4.81%,0.34%
Gross Profit Margin,-,-,-,-,60.91%
SG&A Expense,2.39B,2.48B,2.79B,2.53B,2.52B
SGA Growth,-,3.47%,12.69%,-9.18%,-0.67%
Research & Development,426M,441M,495M,441M,431M
Other SG&A,1.97B,2.03B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(75M),457M,97M,61M,125M
EBIT after Unusual Expense,75M,(457M),(97M),(61M),(125M)
Non Operating Income/Expense,23M,20M,84M,41M,38M
Non-Operating Interest Income,3M,3M,1M,1M,2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,63M,63M,57M,54M,51M
Interest Expense Growth,-,0.00%,-9.52%,-5.26%,-5.56%
Gross Interest Expense,63M,63M,57M,54M,51M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.04B,1.39B,2.09B,2.1B,2.07B
Pretax Income Growth,-,-32.11%,50.32%,0.67%,-1.43%
Pretax Margin,-,-,-,-,26.69%
Income Tax,344M,229M,297M,374M,389M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.7B,1.16B,1.79B,1.73B,1.68B
Minority Interest Expense,-,-,-,-,-
Net Income,1.7B,1.16B,1.79B,1.73B,1.68B
Net Income Growth,-,-31.84%,54.40%,-3.52%,-2.61%
Net Margin Growth,-,-,-,-,21.67%
Extraordinaries & Discontinued Operations,86M,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,86M,-,-,-,-
Net Income After Extraordinaries,1.79B,1.16B,1.79B,1.73B,1.68B
Preferred Dividends,41M,41M,41M,41M,22M
Net Income Available to Common,1.74B,1.12B,1.75B,1.68B,1.66B
EPS (Basic),2.44,1.56,2.44,2.35,2.28
EPS (Basic) Growth,-,-36.01%,56.29%,-3.70%,-2.95%
Basic Shares Outstanding,714.5M,715.1M,715.6M,716.3M,726.7M
EPS (Diluted),2.4,1.54,2.39,2.31,2.25
EPS (Diluted) Growth,-,-35.89%,55.66%,-3.42%,-2.48%
Diluted Shares Outstanding,736M,727M,738.4M,737.7M,736M
EBITDA,2.53B,2.44B,2.74B,2.74B,2.76B
EBITDA Growth,-,-3.64%,12.43%,-0.15%,0.73%
EBITDA Margin,-,-,-,-,35.57%
