Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.3B,2.07B,2.16B,1.77B,1.64B
Sales Growth,-,-9.84%,4.49%,-18.26%,-7.01%
Cost of Goods Sold (COGS) incl. D&A,555M,527M,659M,479M,485M
COGS Growth,-,-5.05%,25.05%,-27.31%,1.25%
COGS excluding D&A,430M,417M,544M,362M,383M
Depreciation & Amortization Expense,125M,110M,115M,117M,102M
Depreciation,42M,40M,44M,40M,42M
Amortization of Intangibles,83M,70M,71M,77M,60M
Gross Income,1.74B,1.54B,1.5B,1.29B,1.16B
Gross Income Growth,-,-11.37%,-2.53%,-14.30%,-10.09%
Gross Profit Margin,-,-,-,-,70.50%
SG&A Expense,769M,716M,792M,812M,824M
SGA Growth,-,-6.89%,10.61%,2.53%,1.48%
Research & Development,335M,329M,321M,346M,311M
Other SG&A,434M,387M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(43M),55M,37M,(2M),(3M)
EBIT after Unusual Expense,43M,(55M),(37M),2M,3M
Non Operating Income/Expense,13M,13M,(12M),12M,(7M)
Non-Operating Interest Income,1M,1M,1M,1M,17M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,27M,27M,27M,27M,27M
Interest Expense Growth,-,0.00%,0.00%,0.00%,0.00%
Gross Interest Expense,27M,27M,27M,27M,27M
Interest Capitalized,-,-,-,-,-
Pretax Income,1B,759M,637M,465M,321M
Pretax Income Growth,-,-24.25%,-16.07%,-27.00%,-30.97%
Pretax Margin,-,-,-,-,19.53%
Income Tax,126M,120M,73M,70M,41M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,876M,639M,564M,395M,280M
Minority Interest Expense,-,-,-,-,-
Net Income,876M,639M,564M,395M,280M
Net Income Growth,-,-27.05%,-11.74%,-29.96%,-29.11%
Net Margin Growth,-,-,-,-,17.03%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,876M,639M,564M,395M,280M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,876M,639M,564M,395M,280M
EPS (Basic),1.13,0.82,0.72,0.51,0.36
EPS (Basic) Growth,-,-27.15%,-11.85%,-30.06%,-29.29%
Basic Shares Outstanding,777M,778M,779M,780M,782M
EPS (Diluted),1.12,0.82,0.72,0.5,0.36
EPS (Diluted) Growth,-,-27.06%,-11.63%,-30.32%,-29.29%
Diluted Shares Outstanding,783M,783M,782M,786M,788M
EBITDA,1.1B,937M,827M,594M,437M
EBITDA Growth,-,-14.59%,-11.74%,-28.17%,-26.43%
EBITDA Margin,-,-,-,-,26.58%
