Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.17B,857M,1.01B,943M,1.05B
Sales Growth,-,-26.94%,17.62%,-6.45%,10.82%
Cost of Goods Sold (COGS) incl. D&A,969M,846M,869M,880M,858M
COGS Growth,-,-12.69%,2.72%,1.27%,-2.50%
COGS excluding D&A,711M,584M,603M,616M,602M
Depreciation & Amortization Expense,258M,262M,266M,264M,256M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,204M,11M,139M,63M,187M
Gross Income Growth,-,-94.61%,"1,163.64%",-54.68%,196.83%
Gross Profit Margin,-,-,-,-,17.89%
SG&A Expense,328M,317M,264M,355M,331M
SGA Growth,-,-3.35%,-16.72%,34.47%,-6.76%
Research & Development,-,-,-,-,-
Other SG&A,328M,317M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,137M,-,-,-
EBIT after Unusual Expense,-,(137M),-,-,-
Non Operating Income/Expense,(5M),(22M),(25M),(32M),(12M)
Non-Operating Interest Income,1M,1M,1M,4M,14M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,158M,157M,152M,156M,162M
Interest Expense Growth,-,-0.63%,-3.18%,2.63%,3.85%
Gross Interest Expense,162M,160M,156M,157M,163M
Interest Capitalized,4M,3M,4M,1M,1M
Pretax Income,(286M),(621M),(301M),(476M),(304M)
Pretax Income Growth,-,-117.13%,51.53%,-58.14%,36.13%
Pretax Margin,-,-,-,-,-29.09%
Income Tax,(6M),(27M),14M,2M,110M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(280M),(594M),(315M),(478M),(414M)
Minority Interest Expense,(50M),(127M),(74M),(101M),(127M)
Net Income,(230M),(467M),(241M),(377M),(287M)
Net Income Growth,-,-103.04%,48.39%,-56.43%,23.87%
Net Margin Growth,-,-,-,-,-27.46%
Extraordinaries & Discontinued Operations,38M,99M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,2.86B,(3M)
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,38M,99M,118M,46M,-
Net Income After Extraordinaries,(192M),(368M),(123M),2.53B,(290M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(192M),(368M),(123M),(331M),(287M)
EPS (Basic),(0.25),(0.48),(0.16),(0.43),(0.38)
EPS (Basic) Growth,-,-91.68%,66.58%,-169.07%,11.47%
Basic Shares Outstanding,764M,764M,764M,764M,764M
EPS (Diluted),(0.25),(0.48),(0.16),(0.43),(0.38)
EPS (Diluted) Growth,-,-91.68%,66.58%,-169.07%,11.47%
Diluted Shares Outstanding,764M,764M,764M,764M,764M
EBITDA,134M,(44M),141M,(28M),112M
EBITDA Growth,-,-132.84%,420.45%,-119.86%,500.00%
EBITDA Margin,-,-,-,-,10.72%
