Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.31B,3.86B,4.48B,4.81B,4.82B
Sales Growth,-,16.53%,16.10%,7.48%,0.21%
Cost of Goods Sold (COGS) incl. D&A,2.72B,3.18B,4.05B,3.96B,4.47B
COGS Growth,-,16.85%,27.33%,-2.27%,12.75%
COGS excluding D&A,2.33B,2.91B,3.67B,3.6B,4.09B
Depreciation & Amortization Expense,394M,277M,381M,361M,374M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,585M,673M,424M,851M,356M
Gross Income Growth,-,15.04%,-37.00%,100.71%,-58.17%
Gross Profit Margin,-,-,-,-,7.38%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,114M,106M,102M,123M,115M
Unusual Expense,345M,797M,(257M),558M,266M
EBIT after Unusual Expense,(345M),(797M),257M,(558M),(266M)
Non Operating Income/Expense,217M,299M,(145M),397M,197M
Non-Operating Interest Income,7M,6M,6M,8M,8M
Equity in Affiliates (Pretax),41M,17M,7M,(11M),(4M)
Interest Expense,190M,156M,153M,154M,161M
Interest Expense Growth,-,-17.89%,-1.92%,0.65%,4.55%
Gross Interest Expense,190M,156M,153M,154M,161M
Interest Capitalized,-,-,-,-,-
Pretax Income,201M,(64M),294M,410M,15M
Pretax Income Growth,-,-131.84%,559.38%,39.46%,-96.34%
Pretax Margin,-,-,-,-,0.31%
Income Tax,22M,(119M),(6M),16M,(22M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(1M),-,(1M),(1M),-
Consolidated Net Income,178M,55M,299M,393M,37M
Minority Interest Expense,-,(3M),(1M),-,-
Net Income,178M,58M,300M,393M,37M
Net Income Growth,-,-67.42%,417.24%,31.00%,-90.59%
Net Margin Growth,-,-,-,-,0.77%
Extraordinaries & Discontinued Operations,-,(33M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,(33M),5M,-,-
Net Income After Extraordinaries,178M,25M,305M,393M,37M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,178M,25M,305M,393M,37M
EPS (Basic),0.92,0.13,1.57,2.04,0.19
EPS (Basic) Growth,-,-85.96%,"1,115.60%",29.35%,-90.59%
Basic Shares Outstanding,193M,193M,193.75M,193M,193M
EPS (Diluted),0.92,0.13,1.57,2.03,0.19
EPS (Diluted) Growth,-,-85.95%,"1,121.26%",28.69%,-90.59%
Diluted Shares Outstanding,194M,194M,193.75M,194M,194M
EBITDA,865M,844M,703M,1.09B,615M
EBITDA Growth,-,-2.43%,-16.71%,54.91%,-43.53%
EBITDA Margin,-,-,-,-,12.75%
