Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,12.8B,13.15B,13.21B,13.2B,13.6B
Sales Growth,-,2.69%,0.50%,-0.09%,3.02%
Cost of Goods Sold (COGS) incl. D&A,7.83B,7.79B,7.63B,7.73B,7.73B
COGS Growth,-,-0.52%,-2.00%,1.26%,0.06%
COGS excluding D&A,5.47B,5.52B,5.35B,5.43B,5.49B
Depreciation & Amortization Expense,2.35B,2.27B,2.28B,2.29B,2.24B
Depreciation,1.94B,1.89B,1.88B,-,-
Amortization of Intangibles,410M,377M,400M,-,-
Gross Income,4.98B,5.36B,5.58B,5.47B,5.87B
Gross Income Growth,-,7.74%,4.14%,-1.93%,7.18%
Gross Profit Margin,-,-,-,-,43.15%
SG&A Expense,2.41B,2.44B,2.58B,2.7B,2.7B
SGA Growth,-,1.37%,5.69%,4.69%,0.00%
Research & Development,-,-,-,-,-
Other SG&A,2.41B,2.44B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,131M,126M,(14M),(15M),(61M)
EBIT after Unusual Expense,(131M),(126M),14M,15M,61M
Non Operating Income/Expense,176M,(13M),91M,15M,16M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),(168M),(9M),(14M),(8M),64M
Interest Expense,1B,1.02B,1.03B,1.06B,1.11B
Interest Expense Growth,-,1.20%,1.77%,2.51%,4.62%
Gross Interest Expense,1B,1.02B,1.03B,1.06B,1.11B
Interest Capitalized,-,-,-,-,-
Pretax Income,1.44B,1.75B,2.06B,1.73B,2.2B
Pretax Income Growth,-,21.89%,17.33%,-15.74%,26.70%
Pretax Margin,-,-,-,-,16.16%
Income Tax,281M,347M,224M,345M,489M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.16B,1.41B,1.83B,1.39B,1.71B
Minority Interest Expense,138M,190M,224M,186M,237M
Net Income,1.02B,1.22B,1.61B,1.2B,1.47B
Net Income Growth,-,19.31%,32.29%,-25.28%,22.28%
Net Margin Growth,-,-,-,-,10.82%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.02B,1.22B,1.61B,1.2B,1.47B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.02B,1.22B,1.61B,1.2B,1.47B
EPS (Basic),5.49,6.69,9.17,7.05,8.97
EPS (Basic) Growth,-,21.93%,37.04%,-23.12%,27.23%
Basic Shares Outstanding,185.92M,181.93M,175.62M,170.69M,164.05M
EPS (Diluted),5.12,6.5,8.92,6.89,8.8
EPS (Diluted) Growth,-,26.91%,37.24%,-22.75%,27.70%
Diluted Shares Outstanding,199.08M,187.17M,180.42M,174.5M,167.09M
EBITDA,4.92B,5.19B,5.28B,5.07B,5.41B
EBITDA Growth,-,5.45%,1.79%,-4.07%,6.69%
EBITDA Margin,-,-,-,-,39.75%
