Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.03B,997.99M,1.34B,1.01B,1.07B
Sales Growth,-,-3.34%,34.59%,-24.72%,5.34%
Cost of Goods Sold (COGS) incl. D&A,624.78M,612.79M,837.01M,642.53M,678.92M
COGS Growth,-,-1.92%,36.59%,-23.24%,5.66%
COGS excluding D&A,607.61M,596.21M,814.31M,623.55M,660.8M
Depreciation & Amortization Expense,17.18M,16.58M,22.7M,18.98M,18.12M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,407.69M,385.2M,506.2M,368.62M,386.27M
Gross Income Growth,-,-5.52%,31.41%,-27.18%,4.79%
Gross Profit Margin,-,-,-,-,36.26%
SG&A Expense,216.49M,204.88M,282.82M,203.89M,207.9M
SGA Growth,-,-5.36%,38.04%,-27.91%,1.97%
Research & Development,-,-,-,-,-
Other SG&A,100.15M,96.31M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,(34.26M),-,-
EBIT after Unusual Expense,-,-,34.26M,-,-
Non Operating Income/Expense,(295K),(37K),(696K),(195K),(253K)
Non-Operating Interest Income,68K,48K,207K,49K,219K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,45.88M,45.52M,60.98M,46.87M,44.85M
Interest Expense Growth,-,-0.77%,33.96%,-23.14%,-4.31%
Gross Interest Expense,45.88M,45.52M,60.98M,46.87M,44.85M
Interest Capitalized,-,-,-,-,-
Pretax Income,145.09M,134.81M,196.17M,117.72M,133.48M
Pretax Income Growth,-,-7.09%,45.52%,-39.99%,13.39%
Pretax Margin,-,-,-,-,12.53%
Income Tax,28.47M,14.4M,40.48M,26.75M,30.99M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,116.62M,120.4M,155.69M,90.96M,102.49M
Minority Interest Expense,-,-,-,-,-
Net Income,116.62M,120.4M,155.69M,90.96M,102.49M
Net Income Growth,-,3.24%,29.30%,-41.57%,12.67%
Net Margin Growth,-,-,-,-,9.62%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,116.62M,120.4M,155.69M,90.96M,102.49M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,116.62M,120.4M,155.69M,90.96M,102.49M
EPS (Basic),3.1,3.29,4.3,2.53,2.85
EPS (Basic) Growth,-,5.96%,30.72%,-41.20%,12.95%
Basic Shares Outstanding,37.59M,36.63M,36.23M,36M,35.92M
EPS (Diluted),3.06,3.24,4.25,2.5,2.82
EPS (Diluted) Growth,-,6.00%,30.93%,-41.20%,13.11%
Diluted Shares Outstanding,38.12M,37.13M,36.67M,36.44M,36.3M
EBITDA,208.37M,196.9M,246.09M,183.71M,196.48M
EBITDA Growth,-,-5.51%,24.98%,-25.35%,6.95%
EBITDA Margin,-,-,-,-,18.45%
