Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.8B,1.81B,1.69B,1.81B,1.8B
Sales Growth,-,0.22%,-6.37%,6.98%,-0.44%
Cost of Goods Sold (COGS) incl. D&A,1.13B,1.14B,1.14B,1.16B,1.14B
COGS Growth,-,0.88%,-0.26%,2.20%,-1.72%
COGS excluding D&A,1.08B,1.09B,1.08B,1.11B,1.09B
Depreciation & Amortization Expense,53M,55M,55M,57M,57M
Depreciation,45M,-,-,-,-
Amortization of Intangibles,8M,-,-,-,-
Gross Income,671M,665M,553M,646M,658M
Gross Income Growth,-,-0.89%,-16.84%,16.82%,1.86%
Gross Profit Margin,-,-,-,-,36.54%
SG&A Expense,529M,451M,442M,417M,485M
SGA Growth,-,-14.74%,-2.00%,-5.66%,16.31%
Research & Development,45M,33M,34M,31M,34M
Other SG&A,484M,418M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,14M,-,-,-,-
EBIT after Unusual Expense,(14M),-,-,-,-
Non Operating Income/Expense,(3M),(6M),4M,(8M),(13M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,24M,23M,22M,21M,31M
Interest Expense Growth,-,-4.17%,-4.35%,-4.55%,47.62%
Gross Interest Expense,24M,23M,22M,21M,31M
Interest Capitalized,-,-,-,-,-
Pretax Income,101M,185M,93M,200M,129M
Pretax Income Growth,-,83.17%,-49.73%,115.05%,-35.50%
Pretax Margin,-,-,-,-,7.16%
Income Tax,1M,42M,21M,48M,25M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,100M,143M,72M,152M,104M
Minority Interest Expense,3M,1M,3M,2M,3M
Net Income,97M,142M,69M,150M,101M
Net Income Growth,-,46.39%,-51.41%,117.39%,-32.67%
Net Margin Growth,-,-,-,-,5.61%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,97M,142M,69M,150M,101M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,97M,142M,69M,150M,101M
EPS (Basic),0.78,1.15,0.56,1.22,0.82
EPS (Basic) Growth,-,47.74%,-51.44%,117.19%,-32.70%
Basic Shares Outstanding,124.11M,122.98M,123.06M,123.18M,123.23M
EPS (Diluted),0.77,1.14,0.56,1.21,0.82
EPS (Diluted) Growth,-,47.98%,-51.35%,117.44%,-32.62%
Diluted Shares Outstanding,125.39M,124.04M,123.91M,123.88M,123.8M
EBITDA,195M,269M,166M,286M,230M
EBITDA Growth,-,37.95%,-38.29%,72.29%,-19.58%
EBITDA Margin,-,-,-,-,12.77%
