Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.27B,1.28B,1.3B,1.31B,1.29B
Sales Growth,-,0.53%,1.53%,0.85%,-1.20%
Premiums Earned,1.02B,1.03B,1.05B,1.07B,1.08B
Total Investment Income,238.31M,238.98M,239.34M,243.83M,243.64M
Realized Gains (Losses),8.66M,19.79M,12.03M,(7.24M),(30.45M)
Other Operating Income,388K,9.64M,212K,164K,299K
"Losses, Claims & Reserves",776.92M,794.18M,827.64M,844.06M,808.92M
"Losses, Claims & Reserves Growth",-,2.22%,4.21%,1.98%,-4.16%
"Losses, Benefits & Adjustments",687.33M,704.1M,733.67M,746.2M,708.25M
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",222.39M,226.19M,224.67M,238.98M,236.85M
SGA Growth,-,1.71%,-0.67%,6.37%,-0.89%
"Selling, General & Admin. Expenses",219.64M,224.02M,222.37M,236.34M,233.96M
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,2.76M,2.18M,2.3M,2.64M,2.89M
Operating Income Before Interest Expense,271.8M,257.47M,245.05M,225.31M,246.83M
Operating Income Growth,-,-5.27%,-4.82%,-8.05%,9.55%
"Interest Expense, Net of Interest Capitalized",21.77M,20.89M,19.65M,19.94M,21.83M
Interest Expense (excl. Interest Capitalized),21.77M,20.89M,19.65M,19.94M,21.83M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,271.8M,257.47M,245.05M,225.31M,246.83M
Non-Operating Income (Expense),-,(2.4M),(37K),(112K),(4.62M)
Miscellaneous Non Operating Expense,-,(2.4M),(37K),(112K),(4.62M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,4.78M,3.39M,7.8M,3.64M,3.39M
Pretax Income,245.24M,230.8M,217.56M,201.62M,217M
Pretax Income Growth,-,-5.89%,-5.74%,-7.33%,7.63%
Income Tax,45.63M,41.92M,39.61M,37.25M,39.99M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,199.62M,188.87M,177.95M,164.36M,177M
Minority Interest Expense,-,-,-,-,-
Net Income,199.62M,188.87M,177.95M,164.36M,177M
Net Income Growth,-,-5.38%,-5.78%,-7.64%,7.69%
Net Margin Growth,-,-,-,-,13.69%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,199.62M,188.87M,177.95M,164.36M,177M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,199.62M,188.87M,177.95M,164.36M,177M
EPS (Basic),1.94,1.86,1.77,1.66,1.8
EPS (Basic) Growth,-,-4.08%,-4.88%,-6.46%,8.85%
Basic Shares Outstanding,102.9M,101.5M,100.54M,99.27M,98.22M
EPS (Diluted),1.92,1.84,1.76,1.64,1.79
EPS (Diluted) Growth,-,-3.67%,-4.81%,-6.63%,9.12%
Diluted Shares Outstanding,104.23M,102.38M,101.34M,100.25M,98.94M
