Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.92B,2.94B,2.94B,2.82B,2.93B
Sales Growth,-,0.75%,0.19%,-4.29%,3.88%
Cost of Goods Sold (COGS) incl. D&A,2.13B,2.18B,2.23B,2.19B,2.19B
COGS Growth,-,2.06%,2.57%,-1.95%,-0.16%
COGS excluding D&A,1.97B,2.01B,2.06B,2.02B,2.02B
Depreciation & Amortization Expense,169.69M,170.46M,174.76M,172.94M,171.18M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,781.54M,759.27M,708.99M,626.08M,738.79M
Gross Income Growth,-,-2.85%,-6.62%,-11.69%,18.00%
Gross Profit Margin,-,-,-,-,25.24%
SG&A Expense,298.09M,293.1M,322.72M,294.82M,315.22M
SGA Growth,-,-1.68%,10.11%,-8.65%,6.92%
Research & Development,-,-,-,-,-
Other SG&A,298.09M,293.1M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,1.81M,-,-
EBIT after Unusual Expense,-,-,(1.81M),-,-
Non Operating Income/Expense,13.81M,(8.97M),(1.96M),(3.16M),(2.66M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),7.02M,8.7M,3.15M,7.05M,9.14M
Interest Expense,71.95M,71.45M,70.71M,72.41M,81.21M
Interest Expense Growth,-,-0.69%,-1.04%,2.41%,12.15%
Gross Interest Expense,71.95M,71.45M,70.71M,72.41M,81.21M
Interest Capitalized,-,-,-,-,-
Pretax Income,432.34M,394.46M,314.94M,262.73M,348.85M
Pretax Income Growth,-,-8.76%,-20.16%,-16.58%,32.78%
Pretax Margin,-,-,-,-,11.92%
Income Tax,81.31M,74.7M,65.51M,57.01M,64.23M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,351.03M,319.75M,249.43M,205.72M,284.62M
Minority Interest Expense,57.21M,60M,61.96M,43.6M,59.81M
Net Income,293.82M,259.75M,187.47M,162.12M,224.81M
Net Income Growth,-,-11.59%,-27.83%,-13.52%,38.67%
Net Margin Growth,-,-,-,-,7.68%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,293.82M,259.75M,187.47M,162.12M,224.81M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,293.82M,259.75M,187.47M,162.12M,224.81M
EPS (Basic),2.76,2.48,1.86,1.68,2.38
EPS (Basic) Growth,-,-10.27%,-25.05%,-9.42%,41.43%
Basic Shares Outstanding,106.36M,104.79M,100.91M,96.34M,94.46M
EPS (Diluted),2.64,2.36,1.79,1.61,2.3
EPS (Diluted) Growth,-,-10.32%,-24.39%,-9.79%,42.54%
Diluted Shares Outstanding,111.42M,109.84M,104.84M,100.5M,97.77M
EBITDA,653.14M,636.64M,561.03M,504.21M,594.75M
EBITDA Growth,-,-2.53%,-11.88%,-10.13%,17.96%
EBITDA Margin,-,-,-,-,20.32%
