Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,6.74B,6.77B,8B,7.81B,6.49B
Sales Growth,-,0.49%,18.12%,-2.37%,-16.93%
Cost of Goods Sold (COGS) incl. D&A,1.95B,1.43B,2.05B,2.07B,1.43B
COGS Growth,-,-26.75%,43.29%,1.07%,-30.96%
COGS excluding D&A,1.58B,1.05B,1.6B,1.64B,1.08B
Depreciation & Amortization Expense,369.3M,382.3M,445.7M,435.7M,348.9M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,4.79B,5.34B,5.95B,5.74B,5.06B
Gross Income Growth,-,11.60%,11.38%,-3.56%,-11.86%
Gross Profit Margin,-,-,-,-,77.95%
SG&A Expense,3.36B,3.29B,3.55B,3.17B,3.41B
SGA Growth,-,-2.13%,8.05%,-10.80%,7.54%
Research & Development,1.67B,1.71B,1.96B,1.61B,1.78B
Other SG&A,1.69B,1.58B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(71.6M),640M,558.8M,167.8M,625.1M
EBIT after Unusual Expense,71.6M,(640M),(558.8M),(167.8M),(625.1M)
Non Operating Income/Expense,175.4M,(93.3M),74.4M,(270.6M),136.5M
Non-Operating Interest Income,5.4M,7M,7.4M,7M,10.2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,86.9M,83.6M,81.4M,84.9M,81.2M
Interest Expense Growth,-,-3.80%,-2.63%,4.30%,-4.36%
Gross Interest Expense,86.9M,83.6M,81.4M,84.9M,81.2M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.59B,1.25B,1.84B,2.05B,1.09B
Pretax Income Growth,-,-21.87%,47.75%,11.61%,-46.88%
Pretax Margin,-,-,-,-,16.81%
Income Tax,203.7M,135.2M,113.8M,150.7M,138.4M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.39B,1.11B,1.73B,1.9B,952.5M
Minority Interest Expense,-,-,-,-,-
Net Income,1.39B,1.11B,1.73B,1.9B,952.5M
Net Income Growth,-,-20.15%,55.49%,10.24%,-49.94%
Net Margin Growth,-,-,-,-,14.68%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.39B,1.11B,1.73B,1.9B,952.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.39B,1.11B,1.73B,1.9B,952.5M
EPS (Basic),1.53,1.22,1.9,2.11,1.06
EPS (Basic) Growth,-,-20.10%,55.19%,10.83%,-49.76%
Basic Shares Outstanding,907.3M,906.7M,908.47M,903.7M,900.3M
EPS (Diluted),1.53,1.22,1.9,2.1,1.05
EPS (Diluted) Growth,-,-20.18%,55.70%,10.63%,-49.75%
Diluted Shares Outstanding,910.4M,910.8M,909.56M,906.4M,902.9M
EBITDA,1.8B,2.44B,2.84B,3.01B,2B
EBITDA Growth,-,35.59%,16.68%,5.68%,-33.48%
EBITDA Margin,-,-,-,-,30.82%
