Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,4.7B,4.95B,4.47B,4.79B,5.01B
Sales Growth,-,5.30%,-9.58%,7.13%,4.49%
Cost of Goods Sold (COGS) incl. D&A,2.8B,3.04B,2.72B,2.92B,3.02B
COGS Growth,-,8.73%,-10.43%,7.09%,3.60%
COGS excluding D&A,2.56B,2.79B,2.49B,2.7B,2.75B
Depreciation & Amortization Expense,237M,249M,231M,221M,270M
Depreciation,166M,172M,168M,121M,117M
Amortization of Intangibles,71M,77M,63M,100M,153M
Gross Income,1.9B,1.91B,1.75B,1.88B,1.99B
Gross Income Growth,-,0.26%,-8.24%,7.20%,5.87%
Gross Profit Margin,-,-,-,-,39.65%
SG&A Expense,1.07B,1.05B,1.01B,1.05B,1.05B
SGA Growth,-,-1.77%,-4.08%,3.76%,0.29%
Research & Development,-,-,-,-,-
Other SG&A,1.07B,1.05B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,10M,7M,(44M),2M,157M
EBIT after Unusual Expense,(10M),(7M),44M,(2M),(157M)
Non Operating Income/Expense,3M,22M,431M,39M,469M
Non-Operating Interest Income,3M,3M,3M,4M,11M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,40M,42M,41M,56M,61M
Interest Expense Growth,-,5.00%,-2.38%,36.59%,8.93%
Gross Interest Expense,40M,42M,41M,56M,61M
Interest Capitalized,-,-,-,-,-
Pretax Income,784M,828M,1.18B,811M,1.2B
Pretax Income Growth,-,5.61%,41.91%,-30.98%,47.35%
Pretax Margin,-,-,-,-,23.87%
Income Tax,151M,154M,280M,136M,243M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,633M,674M,895M,675M,952M
Minority Interest Expense,6M,4M,(1M),1M,31M
Net Income,627M,670M,896M,674M,921M
Net Income Growth,-,6.86%,33.73%,-24.78%,36.65%
Net Margin Growth,-,-,-,-,18.40%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,627M,670M,896M,674M,921M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,627M,670M,896M,674M,921M
EPS (Basic),1.05,1.12,1.51,1.14,1.55
EPS (Basic) Growth,-,7.29%,34.01%,-24.61%,36.76%
Basic Shares Outstanding,598.2M,595.8M,594.6M,593.3M,592.8M
EPS (Diluted),1.04,1.12,1.5,1.13,1.54
EPS (Diluted) Growth,-,7.13%,34.27%,-24.58%,36.72%
Diluted Shares Outstanding,602.1M,600.5M,598.1M,596.5M,596.2M
EBITDA,1.07B,1.1B,969M,1.05B,1.2B
EBITDA Growth,-,3.38%,-11.99%,8.05%,14.90%
EBITDA Margin,-,-,-,-,24.03%
