Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,852.82M,860.33M,905.36M,903.65M,903.33M
Sales Growth,-,0.88%,5.23%,-0.19%,-0.03%
Cost of Goods Sold (COGS) incl. D&A,352.55M,349.37M,357.96M,366.07M,382.04M
COGS Growth,-,-0.90%,2.46%,2.27%,4.36%
COGS excluding D&A,214.83M,209.63M,216.26M,223.48M,231.44M
Depreciation & Amortization Expense,137.72M,139.75M,141.7M,142.6M,150.6M
Depreciation,125.66M,127.79M,129.13M,128.95M,133.63M
Amortization of Intangibles,12.06M,11.96M,12.57M,13.64M,16.97M
Gross Income,500.28M,510.96M,547.4M,537.57M,521.29M
Gross Income Growth,-,2.14%,7.13%,-1.79%,-3.03%
Gross Profit Margin,-,-,-,-,57.71%
SG&A Expense,302.82M,303.81M,334.34M,345.55M,338.04M
SGA Growth,-,0.33%,10.05%,3.35%,-2.17%
Research & Development,77.26M,82.9M,93.17M,99.94M,92.07M
Other SG&A,225.56M,220.91M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(1.97M),1.88M,16.97M,18.71M,8.21M
EBIT after Unusual Expense,1.97M,(1.88M),(16.97M),(18.71M),(8.21M)
Non Operating Income/Expense,(811K),3.64M,(222K),(9.78M),(1.52M)
Non-Operating Interest Income,4.74M,2.87M,3.43M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,18.04M,18.14M,18.32M,2.7M,2.93M
Interest Expense Growth,-,0.59%,0.95%,-85.29%,8.79%
Gross Interest Expense,18.92M,19.08M,19.24M,2.74M,3.01M
Interest Capitalized,883K,937K,927K,49K,78K
Pretax Income,185.32M,193.63M,180.98M,160.85M,170.6M
Pretax Income Growth,-,4.48%,-6.53%,-11.12%,6.06%
Pretax Margin,-,-,-,-,18.89%
Income Tax,18.01M,13.65M,19.02M,34.05M,51.06M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(10.82M),(1.06M),(1.43M),(7.64M),-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,156.5M,178.92M,160.53M,119.16M,119.54M
Minority Interest Expense,-,-,-,-,-
Net Income,156.5M,178.92M,160.53M,119.16M,119.54M
Net Income Growth,-,14.33%,-10.27%,-25.77%,0.31%
Net Margin Growth,-,-,-,-,13.23%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,156.5M,178.92M,160.53M,119.16M,119.54M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,156.5M,178.92M,160.53M,119.16M,119.54M
EPS (Basic),0.96,1.1,0.99,0.74,0.75
EPS (Basic) Growth,-,14.54%,-9.72%,-25.18%,0.59%
Basic Shares Outstanding,163.07M,162.77M,161.76M,160.49M,160.04M
EPS (Diluted),0.94,1.08,0.97,0.73,0.74
EPS (Diluted) Growth,-,14.29%,-9.54%,-25.17%,1.51%
Diluted Shares Outstanding,166.26M,166.32M,164.95M,163.64M,161.71M
EBITDA,335.18M,346.89M,354.75M,334.62M,333.85M
EBITDA Growth,-,3.50%,2.27%,-5.67%,-0.23%
EBITDA Margin,-,-,-,-,36.96%
