Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.28B,1.33B,1.42B,1.34B,1.44B
Sales Growth,-,3.59%,7.08%,-5.77%,7.70%
Cost of Goods Sold (COGS) incl. D&A,846.7M,891M,997.5M,897.1M,953.7M
COGS Growth,-,5.23%,11.95%,-10.07%,6.31%
COGS excluding D&A,757.9M,788.5M,886.8M,788.6M,849.2M
Depreciation & Amortization Expense,88.8M,102.5M,110.7M,108.5M,104.5M
Depreciation,8.5M,22.2M,22.6M,22.3M,20.9M
Amortization of Intangibles,80.3M,80.3M,88.1M,86.2M,83.6M
Gross Income,432.4M,434M,421.3M,439.9M,486.2M
Gross Income Growth,-,0.37%,-2.93%,4.41%,10.53%
Gross Profit Margin,-,-,-,-,33.77%
SG&A Expense,267.3M,250.6M,231.9M,265.5M,275.6M
SGA Growth,-,-6.25%,-7.46%,14.49%,3.80%
Research & Development,-,-,-,-,-
Other SG&A,267.3M,250.6M,-,-,-
Other Operating Expense,(400K),1.3M,25M,1.2M,700K
Unusual Expense,(8.1M),26.1M,24M,20M,15.4M
EBIT after Unusual Expense,8.1M,(26.1M),(24M),(20M),(15.4M)
Non Operating Income/Expense,600K,2.4M,3.9M,8.4M,9.2M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,22.7M,22.5M,19.4M,19M,23.2M
Interest Expense Growth,-,-0.88%,-13.78%,-2.06%,22.11%
Gross Interest Expense,22.7M,22.5M,19.4M,19M,23.2M
Interest Capitalized,-,-,-,-,-
Pretax Income,151.5M,135.9M,124.9M,142.6M,180.5M
Pretax Income Growth,-,-10.30%,-8.09%,14.17%,26.58%
Pretax Margin,-,-,-,-,12.54%
Income Tax,12.5M,2.7M,(47.6M),32.4M,41.9M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(700K),(2.2M),(8.5M),(4.3M),(800K)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,138.3M,131M,164M,105.9M,137.8M
Minority Interest Expense,700K,800K,700K,800K,800K
Net Income,137.6M,130.2M,163.3M,105.1M,137M
Net Income Growth,-,-5.38%,25.42%,-35.64%,30.35%
Net Margin Growth,-,-,-,-,9.51%
Extraordinaries & Discontinued Operations,96.3M,(4.2M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,(248.3M),3.9M,49.5M,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,344.6M,(8.1M),80.2M,(1.4M),1.5M
Net Income After Extraordinaries,233.9M,126M,293M,103.7M,138.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,482.2M,122.1M,243.5M,103.7M,138.5M
EPS (Basic),1.15,0.3,0.6,0.25,0.34
EPS (Basic) Growth,-,-74.22%,101.65%,-57.39%,34.59%
Basic Shares Outstanding,419.9M,412.3M,407.8M,407.6M,404.5M
EPS (Diluted),1.13,0.29,0.59,0.25,0.34
EPS (Diluted) Growth,-,-74.17%,101.85%,-57.39%,34.78%
Diluted Shares Outstanding,426.8M,418.5M,413.4M,413.1M,409.4M
EBITDA,254.3M,284.6M,275.1M,281.7M,314.4M
EBITDA Growth,-,11.92%,-3.34%,2.40%,11.61%
EBITDA Margin,-,-,-,-,21.83%
