Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,113.08B,110.81B,137.41B,116.44B,121.23B
Sales Growth,-,-2.01%,24.00%,-15.26%,4.11%
Cost of Goods Sold (COGS) incl. D&A,64.18B,62.93B,82.84B,66.5B,66.42B
COGS Growth,-,-1.94%,31.63%,-19.72%,-0.11%
COGS excluding D&A,56.14B,53.98B,73.03B,57.52B,56.83B
Depreciation & Amortization Expense,8.04B,8.95B,9.8B,8.98B,9.59B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,48.9B,47.88B,54.58B,49.95B,54.81B
Gross Income Growth,-,-2.09%,13.98%,-8.49%,9.74%
Gross Profit Margin,-,-,-,-,45.21%
SG&A Expense,41.19B,43.04B,51.09B,46.03B,51.4B
SGA Growth,-,4.49%,18.71%,-9.92%,11.68%
Research & Development,13.87B,14.38B,15.31B,14.84B,18.07B
Other SG&A,27.32B,28.66B,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(276M),245M,(12.88B),8.1B,5.45B
EBIT after Unusual Expense,276M,(245M),12.88B,(8.1B),(5.45B)
Non Operating Income/Expense,974M,93M,(1.07B),(719M),(189M)
Non-Operating Interest Income,106M,119M,118M,108M,159M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,435M,493M,482M,472M,584M
Interest Expense Growth,-,13.33%,-2.23%,-2.07%,23.73%
Gross Interest Expense,435M,493M,482M,472M,584M
Interest Capitalized,-,-,-,-,-
Pretax Income,8.63B,4.32B,14.93B,(5.27B),(2.65B)
Pretax Income Growth,-,-50.02%,246.10%,-135.26%,49.61%
Pretax Margin,-,-,-,-,-2.19%
Income Tax,868M,1.16B,612M,(1.42B),(637M)
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,12M,(4M),1M,(1M),(12M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,7.78B,3.16B,14.32B,(3.84B),(2.03B)
Minority Interest Expense,-,-,-,-,-
Net Income,7.78B,3.16B,14.32B,(3.84B),(2.03B)
Net Income Growth,-,-59.42%,353.83%,-126.84%,47.24%
Net Margin Growth,-,-,-,-,-1.67%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,7.78B,3.16B,14.32B,(3.84B),(2.03B)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,7.78B,3.16B,14.32B,(3.84B),(2.03B)
EPS (Basic),0.77,0.31,1.41,(0.38),(0.2)
EPS (Basic) Growth,-,-59.59%,352.99%,-126.79%,47.22%
Basic Shares Outstanding,10.1B,10.14B,10.16B,10.18B,10.18B
EPS (Diluted),0.76,0.31,1.39,(0.38),(0.2)
EPS (Diluted) Growth,-,-59.50%,352.97%,-127.21%,47.22%
Diluted Shares Outstanding,10.28B,10.3B,10.32B,10.18B,10.18B
EBITDA,15.75B,13.79B,13.29B,12.9B,13B
EBITDA Growth,-,-12.46%,-3.65%,-2.94%,0.81%
EBITDA Margin,-,-,-,-,10.72%
