Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,1.38B,1.5B,1.82B,1.52B,1.49B
Sales Growth,-,9.29%,20.70%,-16.12%,-2.11%
Cost of Goods Sold (COGS) incl. D&A,457.3M,545M,674.9M,617.5M,546.8M
COGS Growth,-,19.18%,23.83%,-8.50%,-11.45%
COGS excluding D&A,400.1M,489.1M,618.7M,557.1M,492M
Depreciation & Amortization Expense,57.2M,55.9M,56.2M,60.4M,54.8M
Depreciation,52.7M,51.5M,51.8M,55.8M,51.4M
Amortization of Intangibles,4.5M,4.4M,4.4M,4.6M,3.4M
Gross Income,919M,959.1M,1.14B,905.2M,943.8M
Gross Income Growth,-,4.36%,18.91%,-20.63%,4.26%
Gross Profit Margin,-,-,-,-,63.32%
SG&A Expense,671.9M,699.2M,852.7M,849.7M,768.2M
SGA Growth,-,4.06%,21.95%,-0.35%,-9.59%
Research & Development,-,-,-,-,-
Other SG&A,671.9M,699.2M,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,27.4M,6.7M,(4M),18.7M,(8.3M)
EBIT after Unusual Expense,(27.4M),(6.7M),4M,(18.7M),8.3M
Non Operating Income/Expense,4.6M,200K,300K,8.4M,(10.3M)
Non-Operating Interest Income,1.8M,1.2M,1.4M,1.1M,3.6M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,16.1M,16.5M,16.3M,17M,15M
Interest Expense Growth,-,2.48%,-1.21%,4.29%,-11.76%
Gross Interest Expense,16.1M,16.5M,16.3M,17M,15M
Interest Capitalized,-,-,-,-,-
Pretax Income,210M,238.1M,277.2M,29.3M,162.2M
Pretax Income Growth,-,13.38%,16.42%,-89.43%,453.58%
Pretax Margin,-,-,-,-,10.88%
Income Tax,45.3M,44.8M,59.5M,4.9M,38.8M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,164.7M,193.3M,217.7M,24.4M,123.4M
Minority Interest Expense,-,-,-,-,-
Net Income,164.7M,193.3M,217.7M,24.4M,123.4M
Net Income Growth,-,17.36%,12.62%,-88.79%,405.74%
Net Margin Growth,-,-,-,-,8.28%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,164.7M,193.3M,217.7M,24.4M,123.4M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,164.7M,193.3M,217.7M,24.4M,123.4M
EPS (Basic),2.23,2.61,2.97,0.34,1.76
EPS (Basic) Growth,-,17.05%,13.85%,-88.48%,413.66%
Basic Shares Outstanding,73.8M,74M,73.2M,71.2M,70.1M
EPS (Diluted),2.18,2.57,2.93,0.34,1.73
EPS (Diluted) Growth,-,17.53%,14.14%,-88.51%,412.75%
Diluted Shares Outstanding,75.4M,75.3M,74.3M,72.5M,71.5M
EBITDA,304.3M,315.8M,344M,115.9M,230.4M
EBITDA Growth,-,3.78%,8.93%,-66.31%,98.79%
EBITDA Margin,-,-,-,-,15.46%
