Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,2.54B,2.64B,2.57B,2.48B,2.51B
Sales Growth,-,3.71%,-2.38%,-3.58%,1.09%
Premiums Earned,2.15B,2.14B,2.18B,2.14B,2.17B
Total Investment Income,82.9M,76M,79.2M,86.3M,92M
Realized Gains (Losses),4.5M,17.6M,(8.7M),(7.6M),(14M)
Other Operating Income,305.5M,404.1M,328.6M,267.6M,262.8M
"Losses, Claims & Reserves",538.3M,614.2M,514.5M,494.5M,600M
"Losses, Claims & Reserves Growth",-,14.10%,-16.23%,-3.89%,21.33%
"Losses, Benefits & Adjustments",538.3M,614.2M,514.5M,494.5M,600M
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",1.74B,1.78B,1.87B,1.79B,1.81B
SGA Growth,-,2.61%,4.91%,-4.33%,1.18%
"Selling, General & Admin. Expenses",1.74B,1.78B,1.87B,1.79B,1.81B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,266.6M,239.7M,188.9M,197.7M,98M
Operating Income Growth,-,-10.09%,-21.19%,4.66%,-50.43%
"Interest Expense, Net of Interest Capitalized",28.8M,27.5M,27.1M,26.9M,27.2M
Interest Expense (excl. Interest Capitalized),28.8M,27.5M,27.1M,26.9M,27.2M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,266.6M,239.7M,188.9M,197.7M,98M
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,20.7M,-,-,900K
Pretax Income,236.6M,191.5M,161.8M,170.8M,69.9M
Pretax Income Growth,-,-19.06%,-15.51%,5.56%,-59.07%
Income Tax,51.9M,37.9M,35.1M,25.3M,17.7M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,184.7M,153.6M,126.7M,145.5M,52.2M
Minority Interest Expense,200K,-,-,-,-
Net Income,184.5M,153.6M,126.7M,145.5M,52.2M
Net Income Growth,-,-16.75%,-17.51%,14.84%,-64.12%
Net Margin Growth,-,-,-,-,2.08%
Extraordinaries & Discontinued Operations,18.9M,728.8M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,926.4M,(3.9M),-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,18.9M,(197.6M),800K,-,-
Net Income After Extraordinaries,203.4M,882.4M,123.6M,145.5M,52.2M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,203.4M,(44M),127.5M,145.5M,52.2M
EPS (Basic),3.33,(0.74),2.23,2.61,0.96
EPS (Basic) Growth,-,-122.32%,399.13%,17.18%,-63.35%
Basic Shares Outstanding,60.99M,59.13M,57.27M,55.78M,54.61M
EPS (Diluted),3.32,(0.74),2.21,2.59,0.95
EPS (Diluted) Growth,-,-122.44%,396.78%,17.26%,-63.37%
Diluted Shares Outstanding,61.32M,59.48M,57.73M,56.18M,55.01M
