Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Sales/Revenue,3.04B,2.91B,3.34B,2.97B,3.16B
Sales Growth,-,-4.28%,14.93%,-11.23%,6.68%
Cost of Goods Sold (COGS) incl. D&A,1.95B,2.11B,3.87B,2.08B,2.38B
COGS Growth,-,8.35%,82.97%,-46.20%,14.27%
COGS excluding D&A,1.33B,1.43B,1.6B,1.47B,1.77B
Depreciation & Amortization Expense,618M,687M,2.27B,608M,608M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.09B,792M,(528M),884M,785M
Gross Income Growth,-,-27.00%,-166.67%,267.42%,-11.20%
Gross Profit Margin,-,-,-,-,24.82%
SG&A Expense,101M,101M,115M,108M,118M
SGA Growth,-,0.00%,13.86%,-6.09%,9.26%
Research & Development,37M,40M,46M,44M,45M
Other SG&A,64M,61M,-,-,-
Other Operating Expense,8M,13M,18M,4M,5M
Unusual Expense,(11M),138M,(68M),64M,257M
EBIT after Unusual Expense,11M,(138M),68M,(64M),(257M)
Non Operating Income/Expense,23M,(548M),(1.01B),(18M),60M
Non-Operating Interest Income,3M,6M,6M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,70M,69M,51M,62M,57M
Interest Expense Growth,-,-1.43%,-26.09%,21.57%,-8.06%
Gross Interest Expense,70M,69M,51M,62M,57M
Interest Capitalized,-,-,-,-,-
Pretax Income,943M,(71M),(507M),628M,408M
Pretax Income Growth,-,-107.53%,-614.08%,223.87%,-35.03%
Pretax Margin,-,-,-,-,12.90%
Income Tax,341M,222M,300M,214M,33M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,49M,39M,28M,39M,17M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,651M,(254M),(779M),453M,392M
Minority Interest Expense,11M,(246M),(718M),21M,13M
Net Income,640M,(8M),(61M),432M,379M
Net Income Growth,-,-101.25%,-662.50%,808.20%,-12.27%
Net Margin Growth,-,-,-,-,11.98%
Extraordinaries & Discontinued Operations,10M,11M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,10M,11M,15M,16M,8M
Net Income After Extraordinaries,650M,3M,(46M),448M,387M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,650M,3M,(46M),448M,387M
EPS (Basic),0.81,0,(0.06),0.56,0.49
EPS (Basic) Growth,-,-99.53%,"-1,623.68%","1,075.65%",-13.72%
Basic Shares Outstanding,801M,799M,795M,793M,794M
EPS (Diluted),0.81,0,(0.06),0.56,0.49
EPS (Diluted) Growth,-,-99.53%,"-1,623.68%","1,074.44%",-13.72%
Diluted Shares Outstanding,803M,800M,795M,794M,795M
EBITDA,1.59B,1.37B,1.6B,1.38B,1.27B
EBITDA Growth,-,-14.37%,17.51%,-13.97%,-7.97%
EBITDA Margin,-,-,-,-,40.15%
